################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.2686132164317771E-01 a        82     0     6     1     7
  1.2570043891414504E-01 a        83     0     6     1     8
  5.3380445723317616E-01 a        84     0     6     1     9
  2.8814991287532116E-01 a        85     0     6     1    10
 -3.9925753673700787E-01 a        86     0     6     1    11
 -3.5150415577694955E-01 a        87     0     6     1    12
 -1.1051770162157042E-02 a        88     0     6     1    13
  6.2529532045124714E-01 a        89     0     6     1    14
 -6.9011076736642363E-01 a        90     0     6     1    15
  9.3859743828677922E-01 a        91     0     7     1     1
  6.8216541015453780E-01 a        92     0     7     1     2
 -4.2425198755386563E-02 a        93     0     7     1     3
 -8.0775607923736004E-01 a        94     0     7     1     4
  5.2188342506177932E-01 a        95     0     7     1     5
  4.7846208624543168E-01 a        96     0     7     1     6
  9.7063267249699614E-01 a        97     0     7     1     7
  6.7040148392763843E-01 a        98     0     7     1     8
 -9.7525211999959316E-01 a        99     0     7     1     9
 -6.8893362368854993E-01 a       100     0     7     1    10
  5.2698451259627921E-01 a       101     0     7     1    11
  9.6361177812495491E-01 a       102     0     7     1    12
 -9.1281113746711695E-01 a       103     0     7     1    13
  3.2569792161679278E-01 a       104     0     7     1    14
  3.4078083734861375E-01 a       105     0     7     1    15
 -3.0142792155646231E-01 a       106     0     8     1     1
  3.0196340911442532E-01 a       107     0     8     1     2
  5.4308370934854133E-01 a       108     0     8     1     3
  4.5091289722170991E-01 a       109     0     8     1     4
  6.5992774175442463E-03 a       110     0     8     1     5
  1.7201527811312450E-01 a       111     0     8     1     6
  2.1977414926393118E-01 a       112     0     8     1     7
 -3.6526131482344133E-02 a       113     0     8     1     8
 -3.6628621029084424E-01 a       114     0     8     1     9
  8.0212267934753767E-01 a       115     0     8     1    10
  2.4564390977263773E-01 a       116     0     8     1    11
  1.3951721632818873E-01 a       117     0     8     1    12
 -2.5307900277586198E-01 a       118     0     8     1    13
  1.0856716529441679E-01 a       119     0     8     1    14
  3.4284100427065056E-01 a       120     0     8     1    15
 -3.8141243567954564E-01 a       121     0     9     1     1
 -1.4480895400148786E+00 a       122     0     9     1     2
 -1.3693521058160160E-01 a       123     0     9     1     3
  9.0356277438616794E-02 a       124     0     9     1     4
 -3.7705134007893870E-01 a       125     0     9     1     5
 -5.7733275242271925E-02 a       126     0     9     1     6
 -1.1081565868823933E+00 a       127     0     9     1     7
 -2.5397929378535661E-01 a       128     0     9     1     8
  4.0838150836681886E-01 a       129     0     9     1     9
  5.7163245725634679E-02 a       130     0     9     1    10
  1.2303937379564067E-01 a       131     0     9     1    11
 -4.4668829101567453E-01 a       132     0     9     1    12
  6.6143916065825836E-01 a       133     0     9     1    13
 -2.1978486733658606E-01 a       134     0     9     1    14
 -7.2408040752714620E-01 a       135     0     9     1    15
 -2.5170176590381554E-01 a       136     0    10     1     1
 -3.7748864499749607E-01 a       137     0    10     1     2
  2.6007822837906040E-02 a       138     0    10     1     3
 -2.2835957322136771E-01 a       139     0    10     1     4
  9.2666976723737068E-02 a       140     0    10     1     5
 -2.3187306713621106E-01 a       141     0    10     1     6
 -1.1613907484454476E-01 a       142     0    10     1     7
 -6.4233350767575315E-01 a       143     0    10     1     8
 -4.2456042054867399E-01 a       144     0    10     1     9
  5.8512453822276399E-02 a       145     0    10     1    10
  1.1356775082220456E-01 a       146     0    10     1    11
 -8.3108846462735253E-02 a       147     0    10     1    12
  5.2856909056010770E-01 a       148     0    10     1    13
 -8.2857960856285190E-02 a       149     0    10     1    14
  4.6907924797744714E-02 a       150     0    10     1    15
 -1.5061614122588562E-01 a       151     0    11     1     1
  6.0678192487063842E-01 a       152     0    11     1     2
  1.2064082999615003E-01 a       153     0    11     1     3
  7.6704811132560302E-01 a       154     0    11     1     4
 -8.0205696177182217E-01 a       155     0    11     1     5
 -7.6735988057766658E-02 a       156     0    11     1     6
  3.1778272953428544E-01 a       157     0    11     1     7
  1.6231465753803573E-01 a       158     0    11     1     8
 -3.8414581714093193E-01 a       159     0    11     1     9
  9.3586947882693131E-02 a       160     0    11     1    10
 -6.1263642792084871E-01 a       161     0    11     1    11
  1.0954099214622215E+00 a       162     0    11     1    12
 -4.5681232103918540E-01 a       163     0    11     1    13
 -7.5179385531831411E-01 a       164     0    11     1    14
  5.4566069069034162E-01 a       165     0    11     1    15
  1.6230998427859419E-01 a       166     0    12     1     1
  1.0366201962664940E+00 a       167     0    12     1     2
  1.2841780176599107E-01 a       168     0    12     1     3
  2.4491540310275912E-02 a       169     0    12     1     4
  3.1569468979791467E-02 a       170     0    12     1     5
  2.2063662230078446E-01 a       171     0    12     1     6
  1.4855588345875154E-01 a       172     0    12     1     7
  2.2829652665078531E-01 a       173     0    12     1     8
  2.9394246171327149E-01 a       174     0    12     1     9
 -4.2927607726718681E-01 a       175     0    12     1    10
 -1.7902541138662800E-01 a       176     0    12     1    11
  8.4950008177105518E-02 a       177     0    12     1    12
 -2.3709192231150761E-01 a       178     0    12     1    13
 -7.5290079707683255E-02 a       179     0    12     1    14
  2.3760714917306217E-01 a       180     0    12     1    15
 -3.3031193366749745E-01 a       181     0    13     1     1
  5.8197232890601369E-01 a       182     0    13     1     2
  3.6703503002121618E-01 a       183     0    13     1     3
 -9.3386560503475058E-01 a       184     0    13     1     4
  4.3402354394861448E-01 a       185     0    13     1     5
  8.3696071306212094E-03 a       186     0    13     1     6
 -1.1770155996944644E-01 a       187     0    13     1     7
 -1.3823469633550867E-01 a       188     0    13     1     8
  3.2146699042016735E-01 a       189     0    13     1     9
 -6.8604184655847456E-01 a       190     0    13     1    10
  1.2127257120550017E-01 a       191     0    13     1    11
 -8.3065153428350724E-01 a       192     0    13     1    12
  4.8171651115693426E-01 a       193     0    13     1    13
 -4.9473910799335101E-02 a       194     0    13     1    14
 -9.4221638372707587E-03 a       195     0    13     1    15
  5.7091989170160500E-02 a       196     0    14     1     1
 -6.4312942118866512E-02 a       197     0    14     1     2
 -3.2115627409205905E-01 a       198     0    14     1     3
  1.2001680292048279E-01 a       199     0    14     1     4
  2.0083186527823982E-01 a       200     0    14     1     5
  8.2683773421418916E-02 a       201     0    14     1     6
 -1.1276467961235206E-01 a       202     0    14     1     7
 -2.3550427695557094E-01 a       203     0    14     1     8
  8.5392010415221459E-02 a       204     0    14     1     9
  7.1214428457224463E-02 a       205     0    14     1    10
  5.8311739437958747E-02 a       206     0    14     1    11
  2.7652273332869343E-01 a       207     0    14     1    12
  1.4328198906783296E-03 a       208     0    14     1    13
  1.6925759529912571E-01 a       209     0    14     1    14
 -8.5724022775942307E-02 a       210     0    14     1    15
  1.5334760126075084E-02 a       211     0    15     1     1
 -1.4168066782234467E+00 a       212     0    15     1     2
 -7.8228485644924309E-02 a       213     0    15     1     3
  4.6954611306806765E-01 a       214     0    15     1     4
 -1.3340890073043890E-01 a       215     0    15     1     5
 -5.2343889763795370E-01 a       216     0    15     1     6
 -1.9742767837564096E-01 a       217     0    15     1     7
 -9.1772844340986093E-02 a       218     0    15     1     8
  1.4598874787358984E-01 a       219     0    15     1     9
  5.2175738031387842E-01 a       220     0    15     1    10
  9.8569858786512581E-03 a       221     0    15     1    11
  5.5384012162514173E-01 a       222     0    15     1    12
  4.9495903994233696E-02 a       223     0    15     1    13
  9.9597915464180245E-02 a       224     0    15     1    14
  1.9738067727355249E-01 a       225     0    15     1    15
 -1.5071572453045924E-02 a       226     0    16     1     1
  3.3968130099615129E-01 a       227     0    16     1     2
 -1.0833113780115762E-02 a       228     0    16     1     3
  4.9858901136399625E-02 a       229     0    16     1     4
  3.9260299469445516E-02 a       230     0    16     1     5
  3.8836156670581191E-02 a       231     0    16     1     6
 -1.0857411714277353E-02 a       232     0    16     1     7
 -1.0642411473455651E-01 a       233     0    16     1     8
 -5.4606245255682535E-02 a       234     0    16     1     9
 -7.1138939140365065E-02 a       235     0    16     1    10
  6.4388866116453031E-02 a       236     0    16     1    11
  7.8309051495110235E-02 a       237     0    16     1    12
  6.5799067396271171E-02 a       238     0    16     1    13
  4.1770058960392117E-03 a       239     0    16     1    14
  7.7657003944920186E-02 a       240     0    16     1    15
  7.7277424247130938E-02 a       241     0    17     1     1
 -6.0695011321568371E-01 a       242     0    17     1     2
  5.2828122457983018E-01 a       243     0    17     1     3
 -4.9411327893676477E-01 a       244     0    17     1     4
 -4.4332160754584726E-01 a       245     0    17     1     5
 -6.2472078480628523E-02 a       246     0    17     1     6
  2.3771603881177761E-01 a       247     0    17     1     7
 -9.1944475713709686E-02 a       248     0    17     1     8
 -2.8347947271325452E-01 a       249     0    17     1     9
 -6.5635515685300339E-01 a       250     0    17     1    10
  5.2308701365126609E-01 a       251     0    17     1    11
  1.8337169083284339E-04 a       252     0    17     1    12
  1.1430003171262523E-01 a       253     0    17     1    13
 -1.8133855718939795E-01 a       254     0    17     1    14
  4.2561873546065165E-02 a       255     0    17     1    15
 -5.0624791245079001E-02 a       256     0    18     1     1
 -1.1198375571875318E-02 a       257     0    18     1     2
 -1.9416723000133695E-01 a       258     0    18     1     3
 -4.9019824661177609E-02 a       259     0    18     1     4
  4.5447917433396330E-02 a       260     0    18     1     5
 -1.0268239183122764E-02 a       261     0    18     1     6
 -6.4868472736755889E-02 a       262     0    18     1     7
  1.8880282966803605E-01 a       263     0    18     1     8
  6.9385328689301892E-04 a       264     0    18     1     9
  1.7633554919400662E-01 a       265     0    18     1    10
 -6.6030215987302548E-02 a       266     0    18     1    11
 -8.9894672433902534E-02 a       267     0    18     1    12
  4.0301612854335554E-02 a       268     0    18     1    13
  4.6883138670821313E-03 a       269     0    18     1    14
 -2.9271059456271370E-02 a       270     0    18     1    15
  7.0722080945051113E-02 a       271     0    19     1     1
 -8.5610171602733820E-02 a       272     0    19     1     2
  4.8609712557286647E-02 a       273     0    19     1     3
  2.5224373782332865E-01 a       274     0    19     1     4
  1.3707386459251161E-01 a       275     0    19     1     5
  1.6438046740303719E-01 a       276     0    19     1     6
  8.9338403409537151E-03 a       277     0    19     1     7
 -2.9199199795899267E-01 a       278     0    19     1     8
  3.9746897105529239E-01 a       279     0    19     1     9
 -7.9958697081258712E-01 a       280     0    19     1    10
  1.4044758481965863E-01 a       281     0    19     1    11
 -1.2526047609682157E-02 a       282     0    19     1    12
 -5.4463105328985151E-01 a       283     0    19     1    13
 -7.7462840193048027E-02 a       284     0    19     1    14
  9.6930415633841457E-02 a       285     0    19     1    15
 -5.7522531954179446E-03 a       286     0    20     1     1
 -8.7952469987808410E-02 a       287     0    20     1     2
  4.2594804406221809E-01 a       288     0    20     1     3
  2.0539439996864509E-01 a       289     0    20     1     4
  1.6107155161757045E-01 a       290     0    20     1     5
 -1.2625180118185061E-01 a       291     0    20     1     6
 -2.6055593408185959E-02 a       292     0    20     1     7
 -1.9216682738180119E-01 a       293     0    20     1     8
  1.7209219141558953E-02 a       294     0    20     1     9
  2.8360799996569142E-01 a       295     0    20     1    10
 -9.7031899480884504E-02 a       296     0    20     1    11
 -5.9551699415118800E-02 a       297     0    20     1    12
  6.7929468660082384E-02 a       298     0    20     1    13
  1.2381271779462563E-01 a       299     0    20     1    14
 -1.6077778453665204E-01 a       300     0    20     1    15
 -1.4986931744012802E-01 a       301     0    21     1     1
  7.3249454122464275E-01 a       302     0    21     1     2
 -2.9549483838166896E-01 a       303     0    21     1     3
  5.0833445598649052E-01 a       304     0    21     1     4
  7.2911249897001185E-01 a       305     0    21     1     5
  1.1675143031979016E-02 a       306     0    21     1     6
 -3.6106318052408065E-01 a       307     0    21     1     7
 -6.1173997755908156E-02 a       308     0    21     1     8
  2.7462617763286651E-01 a       309     0    21     1     9
  6.4906994816657226E-01 a       310     0    21     1    10
 -8.0339022609945954E-01 a       311     0    21     1    11
 -4.5027339432860261E-02 a       312     0    21     1    12
  1.7726867484704478E-01 a       313     0    21     1    13
  3.0161302224597225E-01 a       314     0    21     1    14
 -1.2880368819716152E-02 a       315     0    21     1    15
  7.1297299525500166E-02 a       316     0    22     1     1
  1.6244756380941699E-01 a       317     0    22     1     2
 -5.8371671363808575E-01 a       318     0    22     1     3
 -6.9932319358360062E-01 a       319     0    22     1     4
 -8.8642738203578972E-02 a       320     0    22     1     5
  7.9220256955633270E-02 a       321     0    22     1     6
  2.0548302483619685E-01 a       322     0    22     1     7
  2.3133186450582738E-01 a       323     0    22     1     8
 -4.5306123447380114E-01 a       324     0    22     1     9
  5.6713064020336428E-02 a       325     0    22     1    10
  2.8396842209828738E-01 a       326     0    22     1    11
 -2.0513690136602536E-02 a       327     0    22     1    12
  2.6953866828561934E-01 a       328     0    22     1    13
  4.2062499051037754E-02 a       329     0    22     1    14
  3.5571299889934488E-01 a       330     0    22     1    15
 -8.9698622088610444E-02 a       331     0    23     1     1
  8.8255587294030755E-02 a       332     0    23     1     2
  3.3951538397723177E-02 a       333     0    23     1     3
 -2.0670255791121714E-01 a       334     0    23     1     4
  1.3444644153867397E-01 a       335     0    23     1     5
 -1.3598005143308145E-01 a       336     0    23     1     6
  5.6961859329095726E-02 a       337     0    23     1     7
  1.4181326225976765E-01 a       338     0    23     1     8
 -3.0137340589483370E-02 a       339     0    23     1     9
  6.1317037921656969E-01 a       340     0    23     1    10
  4.9599781652115461E-02 a       341     0    23     1    11
 -1.1510976470100318E-01 a       342     0    23     1    12
 -3.5575665768431547E-01 a       343     0    23     1    13
  1.4468672328802171E-01 a       344     0    23     1    14
  2.4239246014136570E-01 a       345     0    23     1    15
  1.9970219909181103E-01 a       346     0    24     1     1
 -9.6540620539151123E-01 a       347     0    24     1     2
 -5.0380876881744890E-02 a       348     0    24     1     3
  3.1282681501582887E-01 a       349     0    24     1     4
  3.0901348186138711E-01 a       350     0    24     1     5
 -2.3957449337145817E-01 a       351     0    24     1     6
 -2.7513721049417755E-03 a       352     0    24     1     7
  9.8843465731267163E-02 a       353     0    24     1     8
  5.4778147612536254E-01 a       354     0    24     1     9
 -4.4313624015549630E-01 a       355     0    24     1    10
  1.1122599421887162E-01 a       356     0    24     1    11
 -4.6526062840737037E-01 a       357     0    24     1    12
 -4.3046580724016831E-01 a       358     0    24     1    13
 -1.0408034027231344E-01 a       359     0    24     1    14
 -4.8242281849580337E-01 a       360     0    24     1    15
 -8.1802700241568410E-02 a       361     0    25     1     1
  3.6575638484092055E-01 a       362     0    25     1     2
  9.4912362434639561E-02 a       363     0    25     1     3
 -3.6806880459616137E-02 a       364     0    25     1     4
  1.7916463571171373E-01 a       365     0    25     1     5
  1.2228008524537815E-01 a       366     0    25     1     6
 -2.3928791407088725E-02 a       367     0    25     1     7
 -2.3071887505615060E-01 a       368     0    25     1     8
 -1.1906361561849753E-01 a       369     0    25     1     9
  5.7982696259886335E-02 a       370     0    25     1    10
 -2.5473192908079628E-01 a       371     0    25     1    11
  1.8546620924608856E-01 a       372     0    25     1    12
  3.5653044710681780E-01 a       373     0    25     1    13
  1.5146231540296520E-01 a       374     0    25     1    14
  1.9125209914489072E-01 a       375     0    25     1    15
 -3.0777541274005282E-01 a       376     0    26     1     1
  3.8834759451876072E-01 a       377     0    26     1     2
 -2.1269843192591611E-01 a       378     0    26     1     3
  1.0643085784860020E+00 a       379     0    26     1     4
 -9.2577517170932561E-03 a       380     0    26     1     5
 -1.9029892234903461E-02 a       381     0    26     1     6
 -5.2502311105969324E-01 a       382     0    26     1     7
  4.9181072530420739E-01 a       383     0    26     1     8
  5.0417629220726967E-01 a       384     0    26     1     9
  5.5560559066021853E-01 a       385     0    26     1    10
 -1.0150724411757317E+00 a       386     0    26     1    11
  4.5352774711623722E-01 a       387     0    26     1    12
  4.0769642512614651E-01 a       388     0    26     1    13
 -1.0007740540696826E-01 a       389     0    26     1    14
 -4.1422105526079206E-01 a       390     0    26     1    15
 -1.9864821057642479E-01 a       391     0    27     1     1
 -4.3890547055035767E-01 a       392     0    27     1     2
  6.2046299045859987E-01 a       393     0    27     1     3
 -9.1682504261650377E-01 a       394     0    27     1     4
 -6.4490039906904695E-01 a       395     0    27     1     5
 -6.2855545324693263E-01 a       396     0    27     1     6
 -9.3390860698278191E-02 a       397     0    27     1     7
 -5.6503077664650803E-01 a       398     0    27     1     8
 -9.2380644036843707E-01 a       399     0    27     1     9
  5.4355707423035104E-01 a       400     0    27     1    10
  4.8489077020083138E-01 a       401     0    27     1    11
 -5.1524434624685644E-01 a       402     0    27     1    12
  3.0731681113977460E-01 a       403     0    27     1    13
 -6.9756064269495446E-02 a       404     0    27     1    14
  1.1742337510126416E-01 a       405     0    27     1    15
  7.2715931074606277E-02 a       406     0    28     1     1
 -1.1068792968119809E-01 a       407     0    28     1     2
 -5.2432729909815579E-01 a       408     0    28     1     3
 -1.0673116045034073E-01 a       409     0    28     1     4
 -1.4243298489681303E-01 a       410     0    28     1     5
  1.3585316148479282E-01 a       411     0    28     1     6
 -1.1343743715811748E-02 a       412     0    28     1     7
  4.0098320867061082E-01 a       413     0    28     1     8
  1.1795865732506325E-01 a       414     0    28     1     9
 -2.4782779407274824E-01 a       415     0    28     1    10
  8.6763016162624787E-02 a       416     0    28     1    11
  1.4023960825676907E-01 a       417     0    28     1    12
 -1.7070910062895656E-01 a       418     0    28     1    13
 -9.5309191656555034E-02 a       419     0    28     1    14
  3.5138782211303903E-03 a       420     0    28     1    15
 -1.4416793999716782E-02 a       421     0    29     1     1
  2.6834070463410087E-01 a       422     0    29     1     2
  4.7400335359007756E-02 a       423     0    29     1     3
 -2.6951549618041898E-01 a       424     0    29     1     4
 -9.8268545725392231E-02 a       425     0    29     1     5
  2.3421334264729241E-01 a       426     0    29     1     6
  5.8967158629086769E-01 a       427     0    29     1     7
  2.1406888012923336E-01 a       428     0    29     1     8
  4.9570849381711669E-02 a       429     0    29     1     9
 -5.2231967163442616E-01 a       430     0    29     1    10
 -5.6601975094890566E-02 a       431     0    29     1    11
 -2.1019572778144496E-01 a       432     0    29     1    12
  3.7368251771101879E-01 a       433     0    29     1    13
  1.2917065253982010E-01 a       434     0    29     1    14
 -1.5266469936444202E-01 a       435     0    29     1    15
  2.8725655959610363E-01 a       436     0    30     1     1
 -1.7657648970907250E-01 a       437     0    30     1     2
  3.1409861426134250E-01 a       438     0    30     1     3
 -8.1282580822501227E-02 a       439     0    30     1     4
 -1.3585112714669617E-01 a       440     0    30     1     5
  1.4535543574650247E-02 a       441     0    30     1     6
  2.2833195862317640E-01 a       442     0    30     1     7
  4.1848362058756750E-02 a       443     0    30     1     8
 -1.6344249156930024E-01 a       444     0    30     1     9
 -1.8221258873147381E-01 a       445     0    30     1    10
  4.0140069966441289E-01 a       446     0    30     1    11
 -3.2076054633555140E-01 a       447     0    30     1    12
 -4.8053141158728668E-01 a       448     0    30     1    13
 -9.5495691499149563E-02 a       449     0    30     1    14
  2.1381841844752217E-01 a       450     0    30     1    15
  4.9297151850118043E-01 a       451     0    31     1     1
  5.2855954877915468E-01 a       452     0    31     1     2
  1.7211462908385358E-01 a       453     0    31     1     3
  1.4918512886323687E-01 a       454     0    31     1     4
  2.2736396171439660E-01 a       455     0    31     1     5
 -1.3842372705935302E-01 a       456     0    31     1     6
 -9.6507977281445972E-02 a       457     0    31     1     7
 -6.2434500755101086E-01 a       458     0    31     1     8
  3.7200613007448080E-01 a       459     0    31     1     9
  8.9219506485213665E-02 a       460     0    31     1    10
 -6.4478270880473598E-01 a       461     0    31     1    11
  4.4429241890635596E-01 a       462     0    31     1    12
 -2.6750047397460147E-01 a       463     0    31     1    13
  3.5437164735899529E-01 a       464     0    31     1    14
 -2.7617100607569994E-01 a       465     0    31     1    15
 -1.5243397701938685E-01 b       466     1     1
 -4.2450093382143489E-01 b       467     1     2
 -3.6488494420314704E-01 b       468     1     3
 -1.7031647561250865E-01 b       469     1     4
 -1.6635025020018407E-01 b       470     1     5
  2.2025958712014024E-01 b       471     1     6
 -3.3882806568523349E-01 b       472     1     7
 -2.5624234778210692E-01 b       473     1     8
  4.8646348681567636E-01 b       474     1     9
 -8.2396965348659423E-01 b       475     1    10
 -2.7961755528733784E-01 b       476     1    11
  1.3645810128752317E-01 b       477     1    12
 -2.5060014124314578E-01 b       478     1    13
 -4.5299556702969042E-02 b       479     1    14
 -9.2080235939223251E-02 b       480     1    15
  1.4503547801218819E-01 a       481     1     1     2     1
  4.6694346007336957E-01 a       482     1     1     2     2
 -3.0653971650284117E-02 a       483     1     1     2     3
 -8.2998399544696888E-01 a       484     1     1     2     4
 -6.9807987139434091E-02 a       485     1     1     2     5
 -9.4405681446485212E-01 a       486     1     1     2     6
 -3.7360044306472678E-01 a       487     1     1     2     7
 -1.1727086025832105E-01 a       488     1     1     2     8
 -8.4146947875158784E-01 a       489     1     1     2     9
  5.0314509284018460E-01 a       490     1     1     2    10
  2.0031665036647217E-01 a       491     1     1     2    11
  6.6132592517139585E-02 a       492     1     1     2    12
  6.0232478101980691E-01 a       493     1     1     2    13
  9.2646789795243834E-01 a       494     1     1     2    14
  1.9725240595336435E-01 a       495     1     1     2    15
 -2.0847285740665905E-01 a       496     1     2     2     1
 -1.5426598457297633E-01 a       497     1     2     2     2
  1.3805917962146916E-01 a       498     1     2     2     3
 -2.0038586548785955E-01 a       499     1     2     2     4
 -3.0404123651091691E-01 a       500     1     2     2     5
  9.2989973421088057E-02 a       501     1     2     2     6
 -5.1412494012099075E-01 a       502     1     2     2     7
 -1.3562996808582730E+00 a       503     1     2     2     8
  4.6539950651637035E-01 a       504     1     2     2     9
  3.6634839969470845E-01 a       505     1     2     2    10
 -7.7910588262425140E-02 a       506     1     2     2    11
 -4.3260447843087538E-02 a       507     1     2     2    12
  7.0279648801647818E-02 a       508     1     2     2    13
 -7.4682947875117797E-02 a       509     1     2     2    14
 -2.0197288057983781E-01 a       510     1     2     2    15
 -4.0567316608081916E-01 a       511     1     3     2     1
  4.2608584332730209E-01 a       512     1     3     2     2
  5.4355992884719440E-01 a       513     1     3     2     3
 -2.3949430914236514E-01 a       514     1     3     2     4
  1.7654049201352107E-01 a       515     1     3     2     5
  1.2821304037092238E-01 a       516     1     3     2     6
 -3.8960468543338522E-01 a       517     1     3     2     7
 -1.0107272011922747E-01 a       518     1     3     2     8
  6.5275969954306068E-01 a       519     1     3     2     9
  2.6638255005509753E-01 a       520     1     3     2    10
  1.8582751310927692E-01 a       521     1     3     2    11
  5.7049746573657489E-01 a       522     1     3     2    12
 -9.2130888291426932E-02 a       523     1     3     2    13
  2.5699514859194561E-01 a       524     1     3     2    14
  4.7573145581859178E-01 a       525     1     3     2    15
 -3.4940987500154605E-02 a       526     1     4     2     1
  1.9986980811522806E-01 a       527     1     4     2     2
  1.7682507316654841E-02 a       528     1     4     2     3
  1.4555494184944792E-01 a       529     1     4     2     4
 -3.7317770660245159E-01 a       530     1     4     2     5
 -1.0371118001436636E-01 a       531     1     4     2     6
  8.1605619289559769E-02 a       532     1     4     2     7
 -6.5498733903979955E-01 a       533     1     4     2     8
