################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.3508100374233958E-01 a        62     0     5     1     2
 -6.5404527249576827E-01 a        63     0     5     1     3
 -6.6581825292991517E-02 a        64     0     5     1     4
  2.4056593933456769E+00 a        65     0     5     1     5
  1.1513238744694955E-01 a        66     0     5     1     6
 -1.2586730431050617E+00 a        67     0     5     1     7
 -2.1131688899342462E+00 a        68     0     5     1     8
  5.8381199515407534E-01 a        69     0     5     1     9
  4.6793635703324221E-01 a        70     0     5     1    10
  1.2311040409172158E+00 a        71     0     5     1    11
  4.8730980967463355E-01 a        72     0     5     1    12
  3.0966990933311539E-01 a        73     0     5     1    13
 -4.1434877775484873E+00 a        74     0     5     1    14
  1.1291577755133744E+00 a        75     0     5     1    15
 -2.0533098562534944E+00 a        76     0     6     1     1
 -6.9618818765238039E-02 a        77     0     6     1     2
  6.6652230384106159E-01 a        78     0     6     1     3
  3.1050564596302049E-01 a        79     0     6     1     4
 -4.2667387848763083E-01 a        80     0     6     1     5
  3.7233499584014373E-01 a        81     0     6     1     6
 -1.4036433835031574E+00 a        82     0     6     1     7
  1.3506582903341178E+00 a        83     0     6     1     8
  2.2105623886238371E-01 a        84     0     6     1     9
  4.8396283329181566E-01 a        85     0     6     1    10
 -1.5357899783135807E+00 a        86     0     6     1    11
  1.1964081295190632E+00 a        87     0     6     1    12
  2.7147304001239986E-01 a        88     0     6     1    13
  1.7142377214420499E+00 a        89     0     6     1    14
 -1.9313217989628370E-01 a        90     0     6     1    15
 -1.8718166181864599E+00 a        91     0     7     1     1
 -1.6809693704779647E+00 a        92     0     7     1     2
  2.1913915669747013E+00 a        93     0     7     1     3
  1.3266853814413710E+00 a        94     0     7     1     4
 -1.1019789735651662E+00 a        95     0     7     1     5
  1.1093588070009501E-01 a        96     0     7     1     6
  1.0030633578785948E+00 a        97     0     7     1     7
  3.1989349640158271E+00 a        98     0     7     1     8
  2.2234738399832934E+00 a        99     0     7     1     9
 -3.0584907408181644E-01 a       100     0     7     1    10
  6.9119371019411968E-01 a       101     0     7     1    11
  4.0091939064116294E-01 a       102     0     7     1    12
  2.1625734166174868E+00 a       103     0     7     1    13
  4.8065419930770830E+00 a       104     0     7     1    14
 -4.1638605878349694E-01 a       105     0     7     1    15
  1.2447517939469297E-02 a       106     0     8     1     1
 -5.7832517172039445E-02 a       107     0     8     1     2
  7.5352730310992622E-01 a       108     0     8     1     3
 -1.2391478892185639E-01 a       109     0     8     1     4
  4.1701932768464445E-01 a       110     0     8     1     5
  4.2013556840634314E-01 a       111     0     8     1     6
 -4.0447983928554099E-01 a       112     0     8     1     7
 -2.9584576039867794E-01 a       113     0     8     1     8
 -2.0798459416927512E-01 a       114     0     8     1     9
  1.5313942354236224E-01 a       115     0     8     1    10
 -1.0193016813189211E+00 a       116     0     8     1    11
  4.2433661064968009E-01 a       117     0     8     1    12
 -2.9589671438418352E-01 a       118     0     8     1    13
 -1.0491210432763212E+00 a       119     0     8     1    14
  1.3723230092870034E-01 a       120     0     8     1    15
  5.0777597190795318E-02 a       121     0     9     1     1
 -1.1395172039021793E-01 a       122     0     9     1     2
 -5.8655607805850662E-01 a       123     0     9     1     3
 -4.6871479853065273E-01 a       124     0     9     1     4
 -3.3383205753482116E-02 a       125     0     9     1     5
 -1.8681170701443259E+00 a       126     0     9     1     6
 -1.2641046262349871E+00 a       127     0     9     1     7
  5.5602435407299988E-01 a       128     0     9     1     8
 -7.5394209856193384E-02 a       129     0     9     1     9
 -1.2040206246837473E+00 a       130     0     9     1    10
 -5.1338385916535134E-01 a       131     0     9     1    11
 -1.4303941855662410E+00 a       132     0     9     1    12
 -1.6907256181694252E+00 a       133     0     9     1    13
 -7.7698671158850441E-01 a       134     0     9     1    14
 -2.5828169492993708E-01 a       135     0     9     1    15
  1.0723368575370795E+00 a       136     0    10     1     1
  2.8228672999934296E-01 a       137     0    10     1     2
 -6.8419731381869325E-02 a       138     0    10     1     3
 -5.8516354718546870E-01 a       139     0    10     1     4
  1.4404426517479592E+00 a       140     0    10     1     5
 -7.4864475888496518E-01 a       141     0    10     1     6
 -1.6209013178188798E+00 a       142     0    10     1     7
 -1.3263119550952351E+00 a       143     0    10     1     8
 -5.1432358298411462E-01 a       144     0    10     1     9
 -2.2592265729864661E-01 a       145     0    10     1    10
 -1.5544960362620046E+00 a       146     0    10     1    11
  1.3279556343695165E+00 a       147     0    10     1    12
 -8.4318576785909372E-01 a       148     0    10     1    13
 -2.9461686718348776E+00 a       149     0    10     1    14
  3.2291484277501825E-01 a       150     0    10     1    15
  8.4658601236127162E-01 a       151     0    11     1     1
 -1.1503294903096473E+00 a       152     0    11     1     2
  2.0110676573956536E+00 a       153     0    11     1     3
 -8.2656696803941931E-01 a       154     0    11     1     4
 -4.4097159633625294E-01 a       155     0    11     1     5
  2.3618814899421885E+00 a       156     0    11     1     6
  1.6654725856152991E-01 a       157     0    11     1     7
  1.8391257198515074E+00 a       158     0    11     1     8
  1.5669214953755464E+00 a       159     0    11     1     9
  3.5125296016347562E-02 a       160     0    11     1    10
 -1.8643986349782544E+00 a       161     0    11     1    11
  2.4034279396334481E+00 a       162     0    11     1    12
  2.4796044926694774E+00 a       163     0    11     1    13
  1.0507560189654339E+00 a       164     0    11     1    14
 -6.4490728244176276E-01 a       165     0    11     1    15
  4.7060782174116911E-01 a       166     0    12     1     1
 -7.6290685648719392E-01 a       167     0    12     1     2
  2.0504223055849802E+00 a       168     0    12     1     3
 -4.2009968686512694E-01 a       169     0    12     1     4
 -7.0561045553498214E-01 a       170     0    12     1     5
  6.2021887360712002E-01 a       171     0    12     1     6
  3.0884888607880168E+00 a       172     0    12     1     7
 -4.2431752722760918E-01 a       173     0    12     1     8
  1.0924892727927491E+00 a       174     0    12     1     9
  1.5789047907564308E-01 a       175     0    12     1    10
 -1.9110643732892283E+00 a       176     0    12     1    11
 -3.9891969291026980E-01 a       177     0    12     1    12
  1.0407207591522196E+00 a       178     0    12     1    13
  1.6058814423626988E-01 a       179     0    12     1    14
 -3.8907721952854574E-01 a       180     0    12     1    15
 -1.3731130613358589E+00 a       181     0    13     1     1
 -5.5225990021857418E-01 a       182     0    13     1     2
 -3.3632273566956341E+00 a       183     0    13     1     3
 -2.4212728094711622E-01 a       184     0    13     1     4
 -1.0342713539064436E+00 a       185     0    13     1     5
 -1.9850092072931471E+00 a       186     0    13     1     6
 -3.4524079528545137E-01 a       187     0    13     1     7
  1.4019958615685457E+00 a       188     0    13     1     8
 -1.1722217450092161E+00 a       189     0    13     1     9
 -1.1584468791082723E+00 a       190     0    13     1    10
 -8.8951251787649421E-01 a       191     0    13     1    11
 -1.2560188573984503E+00 a       192     0    13     1    12
 -6.4403471595595352E-01 a       193     0    13     1    13
 -1.6402542562045506E+00 a       194     0    13     1    14
  1.2350669283565088E+00 a       195     0    13     1    15
 -1.3671119491497858E+00 a       196     0    14     1     1
  8.6271740822300946E-01 a       197     0    14     1     2
 -1.4587666654594988E+00 a       198     0    14     1     3
 -6.4779209265036741E-01 a       199     0    14     1     4
  5.8733309243920595E-01 a       200     0    14     1     5
 -2.5817201084210439E-02 a       201     0    14     1     6
  1.3068111708674441E+00 a       202     0    14     1     7
  2.5738331873378983E-01 a       203     0    14     1     8
 -6.5503874837341325E-01 a       204     0    14     1     9
  7.7036027554354225E-01 a       205     0    14     1    10
  7.9699755821810081E-01 a       206     0    14     1    11
 -8.6047552259779936E-01 a       207     0    14     1    12
 -9.4653683448487097E-02 a       208     0    14     1    13
 -1.0096656681551913E-01 a       209     0    14     1    14
  7.9086708711583720E-01 a       210     0    14     1    15
  1.5061647163424778E+00 a       211     0    15     1     1
  1.4567566399589169E+00 a       212     0    15     1     2
  1.3943850491166554E+00 a       213     0    15     1     3
  3.8044309060993826E-02 a       214     0    15     1     4
  1.4557448720914439E+00 a       215     0    15     1     5
 -2.5982048782037453E-01 a       216     0    15     1     6
  4.8409584741894396E-01 a       217     0    15     1     7
 -7.7371498726912347E-01 a       218     0    15     1     8
 -4.7543982096905670E-02 a       219     0    15     1     9
  1.0763092572604949E+00 a       220     0    15     1    10
  1.5110718718058842E+00 a       221     0    15     1    11
 -2.2160189157498042E-01 a       222     0    15     1    12
  1.7067507751163564E+00 a       223     0    15     1    13
 -4.1453755849712248E-01 a       224     0    15     1    14
  1.0714463337550773E+00 a       225     0    15     1    15
  5.3360727039180578E-01 a       226     0    16     1     1
  5.6303545359361928E-01 a       227     0    16     1     2
  1.2622912252774006E+00 a       228     0    16     1     3
  1.0609262631323881E+00 a       229     0    16     1     4
 -5.6552425056297673E-01 a       230     0    16     1     5
  4.2973704153046394E-01 a       231     0    16     1     6
 -8.4518133513672700E-01 a       232     0    16     1     7
  2.5647347323099362E-01 a       233     0    16     1     8
  4.0176531921282377E-01 a       234     0    16     1     9
  6.3098084370110019E-01 a       235     0    16     1    10
  6.6208054598844945E-01 a       236     0    16     1    11
 -6.0411966758927171E-01 a       237     0    16     1    12
 -2.4681903963473872E-01 a       238     0    16     1    13
 -7.0110917298648678E-01 a       239     0    16     1    14
 -1.0653992267681018E+00 a       240     0    16     1    15
 -2.4229248376635221E-01 a       241     0    17     1     1
 -1.5159587094489879E+00 a       242     0    17     1     2
 -1.6046724518170177E-01 a       243     0    17     1     3
 -1.5342556393524431E+00 a       244     0    17     1     4
 -1.2474727228291278E+00 a       245     0    17     1     5
 -5.1169803677922276E-01 a       246     0    17     1     6
 -1.7949409052156022E-03 a       247     0    17     1     7
 -1.3034496109095608E+00 a       248     0    17     1     8
  9.1490344959962489E-01 a       249     0    17     1     9
 -1.2758153201667146E+00 a       250     0    17     1    10
 -8.5347896611010465E-01 a       251     0    17     1    11
  6.3962640000460780E-01 a       252     0    17     1    12
  7.3741825908226510E-01 a       253     0    17     1    13
  8.5557566543229502E-01 a       254     0    17     1    14
  6.4605054222703251E-01 a       255     0    17     1    15
 -9.3840537776126742E-01 a       256     0    18     1     1
  6.0681474436362970E-01 a       257     0    18     1     2
 -4.3129133579384094E-01 a       258     0    18     1     3
  1.2727269369944354E+00 a       259     0    18     1     4
  2.0222790139680549E-01 a       260     0    18     1     5
  1.9421541200437906E-01 a       261     0    18     1     6
  3.6863834516996008E-01 a       262     0    18     1     7
 -5.8842776530237106E-01 a       263     0    18     1     8
 -2.1586551529548026E-01 a       264     0    18     1     9
  3.5931813630668896E-01 a       265     0    18     1    10
  1.7538487952986850E-01 a       266     0    18     1    11
 -1.7427554301065690E-01 a       267     0    18     1    12
  8.9100427932618756E-02 a       268     0    18     1    13
  2.6873394052173211E-01 a       269     0    18     1    14
  7.2706809810926143E-01 a       270     0    18     1    15
  2.0764760936342214E-01 a       271     0    19     1     1
 -8.6100143599234635E-01 a       272     0    19     1     2
 -2.1571466651073781E+00 a       273     0    19     1     3
  1.6379087512111019E+00 a       274     0    19     1     4
  8.9699262587738149E-01 a       275     0    19     1     5
 -9.9951180905633030E-01 a       276     0    19     1     6
 -1.7067045784971435E+00 a       277     0    19     1     7
  2.4721619217272242E+00 a       278     0    19     1     8
 -1.9295473414109099E+00 a       279     0    19     1     9
 -3.0319722088031048E-01 a       280     0    19     1    10
  1.8987773167645164E-01 a       281     0    19     1    11
 -6.8587741708390326E-01 a       282     0    19     1    12
  1.8473668685437752E+00 a       283     0    19     1    13
  1.5255397791891942E-01 a       284     0    19     1    14
  1.1316124199165170E+00 a       285     0    19     1    15
 -4.3316408277331780E-01 a       286     0    20     1     1
 -1.8892663235284149E-01 a       287     0    20     1     2
  1.3704095828022311E+00 a       288     0    20     1     3
 -1.8439162430364633E+00 a       289     0    20     1     4
  1.0148634234962453E+00 a       290     0    20     1     5
  8.3447664861494408E-01 a       291     0    20     1     6
  2.8424011541795224E-01 a       292     0    20     1     7
 -5.8524376524783761E-01 a       293     0    20     1     8
  1.3464661366816139E-01 a       294     0    20     1     9
 -2.4741094120135376E-01 a       295     0    20     1    10
  1.2116627485176192E+00 a       296     0    20     1    11
 -2.2197173003012369E-01 a       297     0    20     1    12
 -5.8244499881580847E-01 a       298     0    20     1    13
 -1.5420794956021880E-01 a       299     0    20     1    14
 -4.1620438993838527E-01 a       300     0    20     1    15
  7.7030283402906075E-01 a       301     0    21     1     1
  1.4007657312885315E+00 a       302     0    21     1     2
 -8.2177307175408865E-01 a       303     0    21     1     3
  1.4830063447028721E+00 a       304     0    21     1     4
  4.8787062371871709E-01 a       305     0    21     1     5
  6.8371041479509309E-01 a       306     0    21     1     6
 -4.9944232913685555E-01 a       307     0    21     1     7
  1.8260272968024441E-01 a       308     0    21     1     8
 -2.3704878896708567E-01 a       309     0    21     1     9
 -1.1170119526283326E-01 a       310     0    21     1    10
  1.3256848690743134E-01 a       311     0    21     1    11
 -1.0116744950339152E-01 a       312     0    21     1    12
 -1.2922662919380929E+00 a       313     0    21     1    13
 -9.1727298891054276E-01 a       314     0    21     1    14
  2.4229695384887062E-01 a       315     0    21     1    15
 -5.7172257702956597E-01 a       316     0    22     1     1
  2.3997159099442125E-01 a       317     0    22     1     2
  7.2732056607921725E-01 a       318     0    22     1     3
 -1.4662268924870325E-01 a       319     0    22     1     4
 -2.7786744607615328E-02 a       320     0    22     1     5
 -2.8597100545224280E-01 a       321     0    22     1     6
  7.0019452557257822E-01 a       322     0    22     1     7
  2.1888753133211403E-01 a       323     0    22     1     8
  8.9572071623852056E-01 a       324     0    22     1     9
  6.2897419386662190E-01 a       325     0    22     1    10
 -1.4236561630018945E+00 a       326     0    22     1    11
  3.3283538058642304E-01 a       327     0    22     1    12
 -1.4612119676358887E-02 a       328     0    22     1    13
  4.3266098373860429E-01 a       329     0    22     1    14
 -4.7543511488208939E-01 a       330     0    22     1    15
 -1.4250982956584286E+00 a       331     0    23     1     1
  2.3551496653183415E-02 a       332     0    23     1     2
  9.8948410357916572E-01 a       333     0    23     1     3
 -9.9567572861588127E-01 a       334     0    23     1     4
 -9.1716761499064092E-01 a       335     0    23     1     5
  4.4780617424042768E-01 a       336     0    23     1     6
  9.5949862546172104E-01 a       337     0    23     1     7
 -7.7379490380326676E-01 a       338     0    23     1     8
  7.6364618106235238E-01 a       339     0    23     1     9
 -5.0081823873877739E-02 a       340     0    23     1    10
  2.8169503459607037E-01 a       341     0    23     1    11
 -3.4629430827176920E-02 a       342     0    23     1    12
 -7.3379098010465871E-01 a       343     0    23     1    13
 -2.3298556731879008E+00 a       344     0    23     1    14
  1.8036365437979765E-01 a       345     0    23     1    15
  2.8846701655556689E-01 a       346     0    24     1     1
 -9.1274236374071185E-02 a       347     0    24     1     2
 -2.2150657195977597E+00 a       348     0    24     1     3
  3.7309044270879291E-02 a       349     0    24     1     4
 -6.1113211678531032E-03 a       350     0    24     1     5
 -2.0792242776041836E+00 a       351     0    24     1     6
 -1.3937479862387465E+00 a       352     0    24     1     7
  7.3042385728548787E-01 a       353     0    24     1     8
  9.6771960166598114E-01 a       354     0    24     1     9
 -8.0811424654371045E-01 a       355     0    24     1    10
  8.4019488193982705E-01 a       356     0    24     1    11
  3.4281872896406323E-03 a       357     0    24     1    12
  8.0943370205950924E-02 a       358     0    24     1    13
  3.3324117635567916E+00 a       359     0    24     1    14
 -2.0752225820436390E-01 a       360     0    24     1    15
  4.8107603531156495E-01 a       361     0    25     1     1
  5.4544463916577135E-01 a       362     0    25     1     2
  9.5126075210163497E-01 a       363     0    25     1     3
  9.1856992763916578E-01 a       364     0    25     1     4
  2.5074913757409811E-01 a       365     0    25     1     5
 -8.9718005575537374E-01 a       366     0    25     1     6
 -1.3089823298000897E-01 a       367     0    25     1     7
  9.7543855460104550E-02 a       368     0    25     1     8
  6.4161564658968251E-01 a       369     0    25     1     9
 -6.2260538912820484E-01 a       370     0    25     1    10
 -1.2440851914216444E+00 a       371     0    25     1    11
  1.1056159639997092E+00 a       372     0    25     1    12
  5.9159113102899374E-01 a       373     0    25     1    13
 -1.6775488463499970E+00 a       374     0    25     1    14
 -1.2989357405521560E+00 a       375     0    25     1    15
  2.0737669931225627E-01 a       376     0    26     1     1
  3.8247075494113475E-01 a       377     0    26     1     2
 -1.0512916295264339E-01 a       378     0    26     1     3
 -8.0685928000489893E-01 a       379     0    26     1     4
 -8.3554785108303264E-01 a       380     0    26     1     5
 -1.3242062679099309E-01 a       381     0    26     1     6
  1.3692275451039588E+00 a       382     0    26     1     7
 -1.0877472606597749E+00 a       383     0    26     1     8
 -1.0857955474910714E+00 a       384     0    26     1     9
  5.9892131080134814E-01 a       385     0    26     1    10
  4.8654822639564388E-01 a       386     0    26     1    11
  4.4550818327987310E-02 a       387     0    26     1    12
 -1.5848400279738604E+00 a       388     0    26     1    13
  1.2842667460006565E-01 a       389     0    26     1    14
 -1.4318322501359688E+00 a       390     0    26     1    15
  3.6226920815068211E+00 a       391     0    27     1     1
 -3.6128780578471892E-01 a       392     0    27     1     2
 -2.1570430454160840E+00 a       393     0    27     1     3
  1.6696668685488358E+00 a       394     0    27     1     4
  7.0351805944343193E-01 a       395     0    27     1     5
  5.4941909107636555E-01 a       396     0    27     1     6
  3.9165216087250387E-01 a       397     0    27     1     7
 -2.7459909758683187E-02 a       398     0    27     1     8
 -2.9954726160538727E+00 a       399     0    27     1     9
 -1.2898602937566267E-01 a       400     0    27     1    10
  2.2084083667147278E+00 a       401     0    27     1    11
 -5.7899500656835168E-01 a       402     0    27     1    12
 -1.2243364321997157E+00 a       403     0    27     1    13
 -9.0951176167175685E-01 a       404     0    27     1    14
  1.0262311093586318E+00 a       405     0    27     1    15
 -8.7391705482455162E-01 a       406     0    28     1     1
  7.0959739360021479E-02 a       407     0    28     1     2
 -6.9102299144445678E-01 a       408     0    28     1     3
 -1.8498402668960958E+00 a       409     0    28     1     4
 -4.5757640382442472E-01 a       410     0    28     1     5
  6.4178635210736401E-01 a       411     0    28     1     6
  1.3722565505466486E+00 a       412     0    28     1     7
  2.5341229983259667E-01 a       413     0    28     1     8
 -2.6231266326543705E-02 a       414     0    28     1     9
  1.7241330631647916E-01 a       415     0    28     1    10
  3.5943535387441616E-01 a       416     0    28     1    11
 -8.2895101332262844E-01 a       417     0    28     1    12
 -5.6680253513854895E-01 a       418     0    28     1    13
  1.2839769397064362E+00 a       419     0    28     1    14
  1.5171053183050020E-02 a       420     0    28     1    15
  2.6519848860956979E-01 a       421     0    29     1     1
 -2.9182987579430103E-01 a       422     0    29     1     2
 -1.3701923230674178E+00 a       423     0    29     1     3
  6.0957552464839382E-01 a       424     0    29     1     4
  5.5039201992650932E-01 a       425     0    29     1     5
  2.0884230117775898E-01 a       426     0    29     1     6
 -2.0640177370031021E-01 a       427     0    29     1     7
 -1.5345489099432958E+00 a       428     0    29     1     8
 -1.9233011153150839E+00 a       429     0    29     1     9
  1.1731388569990830E+00 a       430     0    29     1    10
 -2.0005672965051333E-01 a       431     0    29     1    11
  5.6352155148480365E-01 a       432     0    29     1    12
 -1.4233191617729775E+00 a       433     0    29     1    13
  2.8352860515314932E-01 a       434     0    29     1    14
  9.2635265914975362E-01 a       435     0    29     1    15
  1.8453031253471561E-02 a       436     0    30     1     1
  6.5820532965778264E-02 a       437     0    30     1     2
  2.2096107608119817E-01 a       438     0    30     1     3
  8.2674560912755768E-01 a       439     0    30     1     4
  1.1266622472711708E-01 a       440     0    30     1     5
  6.2247225848581622E-01 a       441     0    30     1     6
 -3.1846614895107850E-01 a       442     0    30     1     7
 -2.6156639745103244E-01 a       443     0    30     1     8
 -5.6104669765926263E-01 a       444     0    30     1     9
 -1.2548062633523866E-03 a       445     0    30     1    10
  2.5677704863041906E-01 a       446     0    30     1    11
 -3.7615280716160260E-01 a       447     0    30     1    12
  2.5254687165414347E+00 a       448     0    30     1    13
 -1.4579685255406169E-01 a       449     0    30     1    14
  8.7913740325050860E-01 a       450     0    30     1    15
  1.5233855780159589E-01 b       451     1     1
  1.2834978251025777E+00 b       452     1     2
 -7.0031464502933061E-01 b       453     1     3
  9.6256907426584293E-01 b       454     1     4
  4.8412416677047418E-02 b       455     1     5
 -8.4811686919578166E-01 b       456     1     6
  6.9983105191412454E-01 b       457     1     7
 -6.0449464075926340E-01 b       458     1     8
  1.4342308781916918E-01 b       459     1     9
  3.1990357368968869E-01 b       460     1    10
 -1.2589391357510467E+00 b       461     1    11
 -8.1333581175819736E-01 b       462     1    12
  8.5837909336910745E-01 b       463     1    13
 -4.4203133296143848E-01 b       464     1    14
  1.9374189524795404E+00 b       465     1    15
 -7.6814629470554774E-01 a       466     1     1     2     1
  3.5148158958642095E-01 a       467     1     1     2     2
 -1.0210199524575334E+00 a       468     1     1     2     3
 -1.6067252038338837E+00 a       469     1     1     2     4
  5.3937671530595233E-01 a       470     1     1     2     5
 -1.2544310776185222E-01 a       471     1     1     2     6
  6.2464627929035177E-01 a       472     1     1     2     7
  3.7195547073422347E-01 a       473     1     1     2     8
 -1.2819329239128650E+00 a       474     1     1     2     9
  6.0161372889337317E-01 a       475     1     1     2    10
  1.6529968172818843E+00 a       476     1     1     2    11
  1.7703580510800787E-01 a       477     1     1     2    12
  2.0109953563918483E+00 a       478     1     1     2    13
 -5.4562755017995901E-01 a       479     1     1     2    14
  8.9098818255293089E-02 a       480     1     1     2    15
 -6.4246112518660292E-01 a       481     1     2     2     1
 -1.3623807796846560E-01 a       482     1     2     2     2
 -4.9114991633627514E-01 a       483     1     2     2     3
 -5.4132561760271014E-01 a       484     1     2     2     4
  1.0074113698679918E+00 a       485     1     2     2     5
  3.2160714212855990E-01 a       486     1     2     2     6
 -4.4577460332847813E-01 a       487     1     2     2     7
  7.1735920344376680E-01 a       488     1     2     2     8
 -7.2491725623710396E-02 a       489     1     2     2     9
  5.9901744469766238E-01 a       490     1     2     2    10
 -1.7385403957019654E-01 a       491     1     2     2    11
 -2.5979168251398748E+00 a       492     1     2     2    12
  5.1715233511073055E-01 a       493     1     2     2    13
 -1.3564134356789668E+00 a       494     1     2     2    14
  5.8249385048057434E-01 a       495     1     2     2    15
 -1.7181462235396475E-01 a       496     1     3     2     1
 -5.8308410532348243E-01 a       497     1     3     2     2
  8.0478829401276786E-01 a       498     1     3     2     3
  3.0847673159855410E-01 a       499     1     3     2     4
  3.0793051331198773E-01 a       500     1     3     2     5
 -1.5968673340847128E-01 a       501     1     3     2     6
  8.8935425864610218E-01 a       502     1     3     2     7
  1.5977835045072344E+00 a       503     1     3     2     8
  1.6142738016378708E+00 a       504     1     3     2     9
  4.2773438636302700E-03 a       505     1     3     2    10
 -8.1924425833999759E-01 a       506     1     3     2    11
 -1.6380557758299027E-01 a       507     1     3     2    12
  3.9604072311802618E-01 a       508     1     3     2    13
  1.3596167770564553E+00 a       509     1     3     2    14
  7.1653998286866055E-02 a       510     1     3     2    15
  4.8557725418209058E-01 a       511     1     4     2     1
 -1.8794672624631370E+00 a       512     1     4     2     2
  1.1660541090221124E+00 a       513     1     4     2     3
 -5.5182526561032352E-01 a       514     1     4     2     4
 -3.4193086632993036E-01 a       515     1     4     2     5
 -2.8215205372980606E-01 a       516     1     4     2     6
  5.6555331337499515E-01 a       517     1     4     2     7
  4.4484158768454268E-01 a       518     1     4     2     8
  8.4068218620717589E-02 a       519     1     4     2     9
  3.5681465758383896E-01 a       520     1     4     2    10
  1.2503616872654280E+00 a       521     1     4     2    11
  1.1866182319170231E+00 a       522     1     4     2    12
 -9.7511265682270587E-01 a       523     1     4     2    13
 -1.0871849700399470E+00 a       524     1     4     2    14
 -7.0373175906711471E-01 a       525     1     4     2    15
  1.0617579126249832E+00 a       526     1     5     2     1
  1.7530620575415699E+00 a       527     1     5     2     2
 -1.5472625456619069E-01 a       528     1     5     2     3
  8.8193738094115248E-01 a       529     1     5     2     4
  7.2046173636808997E-01 a       530     1     5     2     5
 -1.0073324205741623E-01 a       531     1     5     2     6
 -1.2705097047107707E+00 a       532     1     5     2     7
  1.2329442088111155E-01 a       533     1     5     2     8
