################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -5.9198477798475875E-02 a        57     0     4     1    12
 -1.0305199478728946E+00 a        58     0     4     1    13
  1.0587682601399981E+00 a        59     0     4     1    14
  2.6605761081259743E-01 a        60     0     4     1    15
  1.0594113586018996E+00 a        61     0     5     1     1
  2.5852657149281449E-01 a        62     0     5     1     2
  1.7743235345675060E-01 a        63     0     5     1     3
  5.2916110731290800E-01 a        64     0     5     1     4
  9.4282471981628346E-01 a        65     0     5     1     5
 -5.4272521444448985E-01 a        66     0     5     1     6
 -4.6246404641485317E-01 a        67     0     5     1     7
  1.6317570597379660E-01 a        68     0     5     1     8
  3.3030610441693677E-02 a        69     0     5     1     9
  5.7180984674286650E-01 a        70     0     5     1    10
  3.6808227643321872E-01 a        71     0     5     1    11
 -9.2453165239571089E-01 a        72     0     5     1    12
  1.0220172344557146E+00 a        73     0     5     1    13
  2.2743090193099974E-01 a        74     0     5     1    14
  9.3873504705705269E-01 a        75     0     5     1    15
 -4.0122950347126196E-01 a        76     0     6     1     1
  1.5482004861255094E+00 a        77     0     6     1     2
  3.3959384706486800E-01 a        78     0     6     1     3
 -1.9838591578053488E+00 a        79     0     6     1     4
 -1.2335039566791901E+00 a        80     0     6     1     5
 -7.3004028392341144E-02 a        81     0     6     1     6
 -4.4002310304494657E-01 a        82     0     6     1     7
  1.7392889760389472E+00 a        83     0     6     1     8
 -1.9162569207786901E+00 a        84     0     6     1     9
  8.8266968390472189E-01 a        85     0     6     1    10
 -1.8663357152438647E+00 a        86     0     6     1    11
 -5.1816574400544035E-01 a        87     0     6     1    12
 -8.9493863648917649E-02 a        88     0     6     1    13
 -1.7789441781982474E+00 a        89     0     6     1    14
 -6.6695782368754106E-02 a        90     0     6     1    15
 -5.7546166696198020E-01 a        91     0     7     1     1
 -1.6525984126403906E-01 a        92     0     7     1     2
  2.5385151493606133E-02 a        93     0     7     1     3
 -4.1135468768596736E-02 a        94     0     7     1     4
 -1.0236085900806731E+00 a        95     0     7     1     5
  5.8880171491177746E-01 a        96     0     7     1     6
  1.1901579196168026E+00 a        97     0     7     1     7
 -8.7753304252464262E-02 a        98     0     7     1     8
  3.6973104940519474E-01 a        99     0     7     1     9
 -3.3003749633627383E-01 a       100     0     7     1    10
  2.4849050888502278E-01 a       101     0     7     1    11
  4.6194191650449090E-01 a       102     0     7     1    12
 -7.9251535482734614E-01 a       103     0     7     1    13
 -1.0180949736795350E-02 a       104     0     7     1    14
 -2.0050132589060481E+00 a       105     0     7     1    15
  7.6984407570000790E-01 a       106     0     8     1     1
 -1.7430527219115795E+00 a       107     0     8     1     2
 -2.7426574625905248E-01 a       108     0     8     1     3
  1.2981407174322228E+00 a       109     0     8     1     4
  2.8349573744008633E-01 a       110     0     8     1     5
  6.0801817730312657E-01 a       111     0     8     1     6
  9.8479144368453986E-01 a       112     0     8     1     7
 -1.7248096340393273E+00 a       113     0     8     1     8
  2.0175840281849413E+00 a       114     0     8     1     9
  5.3638754790380404E-02 a       115     0     8     1    10
  2.6202200483956299E+00 a       116     0     8     1    11
  1.3153482827468377E+00 a       117     0     8     1    12
  6.7375349648627691E-01 a       118     0     8     1    13
  1.5577156989957419E+00 a       119     0     8     1    14
 -6.3707720346624830E-01 a       120     0     8     1    15
 -2.8713298825936312E-01 a       121     0     9     1     1
  9.9754359210245258E-01 a       122     0     9     1     2
  7.8839111002075013E-01 a       123     0     9     1     3
 -1.4760250767484877E+00 a       124     0     9     1     4
 -3.7348274202604548E-01 a       125     0     9     1     5
 -5.4428646499115618E-01 a       126     0     9     1     6
 -1.2398201291982649E+00 a       127     0     9     1     7
  1.2544168776738998E+00 a       128     0     9     1     8
 -1.4860584398328207E+00 a       129     0     9     1     9
 -2.1798623312267504E-01 a       130     0     9     1    10
 -1.5626659606119204E+00 a       131     0     9     1    11
 -7.2061253436387940E-01 a       132     0     9     1    12
 -8.1332281721283550E-01 a       133     0     9     1    13
 -2.7775817970633554E-01 a       134     0     9     1    14
  2.5674241414715304E-01 a       135     0     9     1    15
 -1.8002553034049754E-01 a       136     0    10     1     1
 -1.2759709319076651E-01 a       137     0    10     1     2
  2.2530556598189238E-02 a       138     0    10     1     3
  1.6501652123760849E-01 a       139     0    10     1     4
  5.7814936295870134E-01 a       140     0    10     1     5
 -2.4722969469881781E-01 a       141     0    10     1     6
 -9.6742039397911794E-01 a       142     0    10     1     7
  2.1183814370764967E-01 a       143     0    10     1     8
 -3.4148297894815149E-01 a       144     0    10     1     9
 -1.7629802934945010E-02 a       145     0    10     1    10
 -6.3068834470237711E-01 a       146     0    10     1    11
  2.3857369160902431E-01 a       147     0    10     1    12
  1.6552999396007670E-01 a       148     0    10     1    13
 -1.6888246714143096E-01 a       149     0    10     1    14
  1.6395669331523099E+00 a       150     0    10     1    15
 -2.6698800852230270E-01 a       151     0    11     1     1
  2.3029490136219697E+00 a       152     0    11     1     2
 -1.8091381303535775E-01 a       153     0    11     1     3
  1.6401347154877788E+00 a       154     0    11     1     4
  4.2337094748809884E-01 a       155     0    11     1     5
 -4.8885396992214042E-01 a       156     0    11     1     6
  3.4157021817375904E-01 a       157     0    11     1     7
 -1.5088843304747008E+00 a       158     0    11     1     8
  7.6994768080132647E-01 a       159     0    11     1     9
  2.5424707967776700E-01 a       160     0    11     1    10
  1.1207210997953423E+00 a       161     0    11     1    11
 -3.1357456418582147E-01 a       162     0    11     1    12
 -1.7426978442630146E+00 a       163     0    11     1    13
 -1.6086147630846919E+00 a       164     0    11     1    14
  1.6985465882852532E-01 a       165     0    11     1    15
  9.8880230951293085E-02 a       166     0    12     1     1
  3.8904382267162413E-01 a       167     0    12     1     2
 -2.6826758187225158E-01 a       168     0    12     1     3
  3.1459315603412991E-01 a       169     0    12     1     4
  1.9578872384414300E-01 a       170     0    12     1     5
  4.3676316765804149E-02 a       171     0    12     1     6
  5.3916056369754972E-01 a       172     0    12     1     7
 -2.1426064112894647E-01 a       173     0    12     1     8
  6.9782104684119632E-03 a       174     0    12     1     9
 -1.0234892764208608E-01 a       175     0    12     1    10
  1.8886017652048190E-01 a       176     0    12     1    11
 -8.6142711286911300E-01 a       177     0    12     1    12
  1.7559142253838303E-01 a       178     0    12     1    13
 -1.2658003385212457E-01 a       179     0    12     1    14
 -4.8965338988515722E-01 a       180     0    12     1    15
  7.6134828877757887E-01 a       181     0    13     1     1
 -3.1375968247777997E+00 a       182     0    13     1     2
  7.2187944361419801E-02 a       183     0    13     1     3
 -1.2274185835076374E+00 a       184     0    13     1     4
 -6.9475681621470575E-01 a       185     0    13     1     5
  6.5916884805232345E-01 a       186     0    13     1     6
  2.4296584592876541E-01 a       187     0    13     1     7
  7.3277975429372233E-01 a       188     0    13     1     8
 -2.1993952956550192E-01 a       189     0    13     1     9
  2.3709091611749189E-01 a       190     0    13     1    10
 -7.1731282982884270E-01 a       191     0    13     1    11
  8.0018790219587121E-01 a       192     0    13     1    12
  2.6547233562253516E+00 a       193     0    13     1    13
  1.6284978643805283E+00 a       194     0    13     1    14
 -5.8999768852221079E-01 a       195     0    13     1    15
  8.8784124210078724E-02 a       196     0    14     1     1
 -4.3056326830980290E-01 a       197     0    14     1     2
 -1.2917658931211015E-01 a       198     0    14     1     3
 -3.0874486208790686E-01 a       199     0    14     1     4
  1.0384261929151867E-01 a       200     0    14     1     5
 -3.8375281912188412E-02 a       201     0    14     1     6
 -5.0481352499675802E-01 a       202     0    14     1     7
  5.1266648975007226E-02 a       203     0    14     1     8
  3.2094423438875219E-01 a       204     0    14     1     9
  2.6412752482476731E-01 a       205     0    14     1    10
 -4.5588608423474414E-01 a       206     0    14     1    11
  9.9531387044401332E-01 a       207     0    14     1    12
 -1.2915008246556170E-01 a       208     0    14     1    13
 -5.7142821723349868E-01 a       209     0    14     1    14
  7.0237879316551555E-01 a       210     0    14     1    15
 -7.6426331793753144E-01 a       211     0    15     1     1
  1.0853198245068165E+00 a       212     0    15     1     2
  1.7914499084165228E-01 a       213     0    15     1     3
  9.9940446016907047E-02 a       214     0    15     1     4
  9.3832113803361616E-01 a       215     0    15     1     5
 -1.1537726877542596E+00 a       216     0    15     1     6
 -3.5727876982745521E-01 a       217     0    15     1     7
 -2.2349927597820660E-01 a       218     0    15     1     8
 -4.3028205419484737E-03 a       219     0    15     1     9
 -1.0130309535333243E-01 a       220     0    15     1    10
 -6.4412033303610627E-01 a       221     0    15     1    11
 -4.2908233693517817E-01 a       222     0    15     1    12
 -6.4089321414219902E-01 a       223     0    15     1    13
 -3.1116837976342560E-01 a       224     0    15     1    14
  1.8839031574865980E-02 a       225     0    15     1    15
 -4.2523661403042157E-01 a       226     0    16     1     1
  1.7735036227378459E-01 a       227     0    16     1     2
  9.6055583029597894E-02 a       228     0    16     1     3
  1.6135125334106132E-01 a       229     0    16     1     4
  4.4100030369398130E-01 a       230     0    16     1     5
  1.4076416708192843E-01 a       231     0    16     1     6
  1.8573551324209592E-01 a       232     0    16     1     7
  8.9674244885630375E-02 a       233     0    16     1     8
 -4.2959865986228141E-01 a       234     0    16     1     9
 -2.7133018146856813E-01 a       235     0    16     1    10
  3.9726286840957797E-01 a       236     0    16     1    11
 -2.2522833648816520E-01 a       237     0    16     1    12
 -1.1469036325270033E-02 a       238     0    16     1    13
  1.0525412498647271E-01 a       239     0    16     1    14
  3.8242237110725430E-01 a       240     0    16     1    15
 -6.5455571218802577E-02 a       241     0    17     1     1
  2.8924261069566696E-02 a       242     0    17     1     2
  2.5514441821244103E-02 a       243     0    17     1     3
  1.2399573450581376E-01 a       244     0    17     1     4
  1.0564606208843658E-02 a       245     0    17     1     5
  4.2911786694411744E-02 a       246     0    17     1     6
  1.9705409419072079E-01 a       247     0    17     1     7
 -6.0726004883360045E-03 a       248     0    17     1     8
 -6.0967704312231648E-02 a       249     0    17     1     9
 -3.1064472206532787E-02 a       250     0    17     1    10
  5.6607221175963181E-02 a       251     0    17     1    11
 -3.3975476388090911E-02 a       252     0    17     1    12
  1.1191758122538092E-02 a       253     0    17     1    13
  4.4825722128159204E-02 a       254     0    17     1    14
  1.9552168199691650E-01 a       255     0    17     1    15
  1.1618373573707058E-01 a       256     0    18     1     1
  8.2087062282190967E-02 a       257     0    18     1     2
  1.2548466453166995E-01 a       258     0    18     1     3
  1.2068729207017496E-01 a       259     0    18     1     4
 -1.4585384666016546E-01 a       260     0    18     1     5
 -3.2909201065673660E-02 a       261     0    18     1     6
  2.4141168150352062E-02 a       262     0    18     1     7
  1.1763779071480920E-01 a       263     0    18     1     8
  8.2093389742677270E-02 a       264     0    18     1     9
  8.6984733688837426E-02 a       265     0    18     1    10
 -3.6502918255957521E-02 a       266     0    18     1    11
  1.2248640330983239E-02 a       267     0    18     1    12
 -9.1196843905974947E-02 a       268     0    18     1    13
  3.7149496273202955E-03 a       269     0    18     1    14
 -1.1594197630034683E-01 a       270     0    18     1    15
 -1.5358555527339264E-02 a       271     0    19     1     1
 -1.7798118257588664E-02 a       272     0    19     1     2
  3.4028434065585460E-03 a       273     0    19     1     3
 -7.6380419289257789E-02 a       274     0    19     1     4
 -2.1121836590941617E-02 a       275     0    19     1     5
 -4.9280632175592214E-03 a       276     0    19     1     6
 -9.4914267647148082E-02 a       277     0    19     1     7
  1.0928051294095692E-01 a       278     0    19     1     8
  8.8989579931332635E-02 a       279     0    19     1     9
  1.8617874223678008E-01 a       280     0    19     1    10
  1.0671433911633724E-01 a       281     0    19     1    11
  3.0615566684819001E-01 a       282     0    19     1    12
 -2.8156504945349048E-02 a       283     0    19     1    13
 -4.9715581245682323E-02 a       284     0    19     1    14
 -1.5628499569639612E-01 a       285     0    19     1    15
 -3.0005841233274116E-01 a       286     0    20     1     1
 -2.4492345664939238E-01 a       287     0    20     1     2
 -3.6286992938356560E-01 a       288     0    20     1     3
 -2.5949495372600334E-01 a       289     0    20     1     4
  2.1561548737142414E-01 a       290     0    20     1     5
  2.1254177104363731E-01 a       291     0    20     1     6
 -1.9704696358004131E-01 a       292     0    20     1     7
 -1.4178891284690751E-01 a       293     0    20     1     8
 -2.4179871077688697E-01 a       294     0    20     1     9
 -3.2443866752326472E-01 a       295     0    20     1    10
  7.1497860468224900E-02 a       296     0    20     1    11
 -2.2442640557658500E-01 a       297     0    20     1    12
  1.7955479768331289E-01 a       298     0    20     1    13
  1.5245507762290922E-01 a       299     0    20     1    14
  2.3889090552561998E-01 a       300     0    20     1    15
 -1.8514696592558966E-01 a       301     0    21     1     1
 -9.5689622233147587E-02 a       302     0    21     1     2
  1.1751742179238210E-01 a       303     0    21     1     3
 -3.0793237442760196E-01 a       304     0    21     1     4
 -4.1522274859119451E-01 a       305     0    21     1     5
  5.5877740319735791E-01 a       306     0    21     1     6
  5.5079808084917796E-03 a       307     0    21     1     7
  1.9225024096265478E-01 a       308     0    21     1     8
  4.1786257214498967E-02 a       309     0    21     1     9
  2.1963052956671678E-01 a       310     0    21     1    10
  9.4977910248696307E-01 a       311     0    21     1    11
  6.2222362405807814E-02 a       312     0    21     1    12
  1.8636719807667346E-02 a       313     0    21     1    13
  2.6422639888781535E-01 a       314     0    21     1    14
 -1.4304247413006496E-01 a       315     0    21     1    15
 -3.2624295633838785E-02 a       316     0    22     1     1
 -2.8507392270550824E-02 a       317     0    22     1     2
 -3.4654097773300307E-01 a       318     0    22     1     3
  5.9659799877081343E-01 a       319     0    22     1     4
  5.2461576761695727E-01 a       320     0    22     1     5
 -3.4596459211049596E-01 a       321     0    22     1     6
 -1.6873664642516562E-01 a       322     0    22     1     7
  4.6434787917566743E-02 a       323     0    22     1     8
 -2.4853918955653843E-02 a       324     0    22     1     9
 -3.9704075276406681E-01 a       325     0    22     1    10
 -1.0418533852914322E+00 a       326     0    22     1    11
 -1.8550987250135062E-01 a       327     0    22     1    12
 -3.7606348995280160E-03 a       328     0    22     1    13
 -3.7249675130425569E-01 a       329     0    22     1    14
  3.0514641520004226E-01 a       330     0    22     1    15
  3.9559144021535930E-01 a       331     0    23     1     1
  3.8830376904836278E-01 a       332     0    23     1     2
  3.8364559126490186E-02 a       333     0    23     1     3
  1.2225714037026347E-01 a       334     0    23     1     4
  2.7015135824734565E-01 a       335     0    23     1     5
 -7.1325827749561921E-01 a       336     0    23     1     6
 -7.1900017204413164E-02 a       337     0    23     1     7
 -3.2875494783709952E-01 a       338     0    23     1     8
  3.9062423771031682E-02 a       339     0    23     1     9
 -1.6139202070220762E-01 a       340     0    23     1    10
 -9.1115569186065470E-01 a       341     0    23     1    11
 -2.0213135823904702E-01 a       342     0    23     1    12
 -2.1636428288409087E-01 a       343     0    23     1    13
 -4.3707844631896658E-01 a       344     0    23     1    14
 -1.8515809411823678E-01 a       345     0    23     1    15
 -8.4182624107274520E-02 a       346     0    24     1     1
 -1.0170811371717589E-01 a       347     0    24     1     2
  3.2804413004449584E-02 a       348     0    24     1     3
 -5.2254586214315703E-02 a       349     0    24     1     4
 -2.3163357880276306E-02 a       350     0    24     1     5
  1.8354954299099868E-01 a       351     0    24     1     6
  1.7323197595547374E-01 a       352     0    24     1     7
 -5.7851492337499512E-02 a       353     0    24     1     8
 -2.1825888534811329E-02 a       354     0    24     1     9
  7.2973434018789904E-02 a       355     0    24     1    10
  3.3900917504676326E-01 a       356     0    24     1    11
  9.0186187447162280E-02 a       357     0    24     1    12
  1.2546172815110715E-01 a       358     0    24     1    13
  8.8887357228062153E-02 a       359     0    24     1    14
  1.1250283013151266E-01 a       360     0    24     1    15
  2.3295725492841490E-01 a       361     0    25     1     1
 -1.0437774082036179E-01 a       362     0    25     1     2
 -3.3499878984377413E-03 a       363     0    25     1     3
 -4.4826684725189470E-02 a       364     0    25     1     4
 -3.4689188452076253E-01 a       365     0    25     1     5
 -1.0293795213223814E-01 a       366     0    25     1     6
  2.7191743730609680E-01 a       367     0    25     1     7
 -2.8509109056916226E-01 a       368     0    25     1     8
  3.1078743774630796E-02 a       369     0    25     1     9
 -3.9358392501692492E-02 a       370     0    25     1    10
 -1.2614682903104843E-01 a       371     0    25     1    11
 -1.8554123191348987E-01 a       372     0    25     1    12
  1.7426481783223779E-01 a       373     0    25     1    13
  3.1414362421336239E-01 a       374     0    25     1    14
 -1.7441042796692713E-01 a       375     0    25     1    15
 -9.3065664837484421E-02 a       376     0    26     1     1
 -8.1862832234255827E-03 a       377     0    26     1     2
  1.8929003594484253E-01 a       378     0    26     1     3
 -5.6334789251142499E-02 a       379     0    26     1     4
  3.1496306263848091E-02 a       380     0    26     1     5
  1.1353597188032731E-01 a       381     0    26     1     6
 -1.1482688282246399E-01 a       382     0    26     1     7
  4.1368942941764092E-01 a       383     0    26     1     8
 -1.3946989797380745E-02 a       384     0    26     1     9
  9.5885537472701288E-02 a       385     0    26     1    10
  2.3403820566643047E-01 a       386     0    26     1    11
  1.2099273778905774E-01 a       387     0    26     1    12
 -1.0916126023971699E-01 a       388     0    26     1    13
  1.2852010088238677E-01 a       389     0    26     1    14
 -1.2174748462555005E-01 a       390     0    26     1    15
 -2.9772709953748039E-01 a       391     0    27     1     1
 -3.1428044462448394E-02 a       392     0    27     1     2
 -1.8392193970218806E-01 a       393     0    27     1     3
  3.6399356061150057E-01 a       394     0    27     1     4
 -9.3743216251920569E-01 a       395     0    27     1     5
 -9.1068827417606441E-02 a       396     0    27     1     6
  1.0764663135877472E-01 a       397     0    27     1     7
 -4.6442695286312619E-02 a       398     0    27     1     8
  1.1840993144065666E-01 a       399     0    27     1     9
  1.1182917651886176E-01 a       400     0    27     1    10
  7.6331614284622595E-02 a       401     0    27     1    11
  1.0300368381938929E-01 a       402     0    27     1    12
  1.2360649674924624E-01 a       403     0    27     1    13
  2.8389476513381895E-01 a       404     0    27     1    14
 -4.0911205024015296E-01 a       405     0    27     1    15
  2.7824157894851670E-01 a       406     0    28     1     1
 -3.7425003721825189E-03 a       407     0    28     1     2
 -8.2560760100900310E-01 a       408     0    28     1     3
 -1.0000738471864858E+00 a       409     0    28     1     4
  4.1800742614664893E-01 a       410     0    28     1     5
  3.6751397612991105E-01 a       411     0    28     1     6
  9.5653322197701474E-01 a       412     0    28     1     7
 -7.3220935379274432E-01 a       413     0    28     1     8
 -1.0102992920756006E-01 a       414     0    28     1     9
  6.0604606232229274E-01 a       415     0    28     1    10
  1.0471455983936997E+00 a       416     0    28     1    11
  3.3399402417543028E-01 a       417     0    28     1    12
  6.5815950945477197E-01 a       418     0    28     1    13
  1.1619824260567695E-01 a       419     0    28     1    14
 -2.9709618642985641E-01 a       420     0    28     1    15
  6.8814286176046693E-02 b       421     1     1
  3.6612576452261036E-01 b       422     1     2
  5.4216023607482400E-01 b       423     1     3
  5.9717946427474677E-01 b       424     1     4
  1.7531745924197514E-01 b       425     1     5
 -1.6412915596250688E-01 b       426     1     6
 -7.1316635860708777E-01 b       427     1     7
  6.1310910256301543E-01 b       428     1     8
 -2.4531936512461275E-01 b       429     1     9
 -4.5208573542609465E-01 b       430     1    10
 -5.5401719833529417E-01 b       431     1    11
  7.8457980779529909E-02 b       432     1    12
 -6.6271904685994379E-02 b       433     1    13
 -3.4283996964989061E-01 b       434     1    14
  7.2391828448744533E-01 b       435     1    15
  9.8784445145414435E-01 a       436     1     1     2     1
 -7.5834536316570361E-03 a       437     1     1     2     2
  4.9943848989718658E-03 a       438     1     1     2     3
  6.9550996784928310E-01 a       439     1     1     2     4
  3.6841981502940230E-01 a       440     1     1     2     5
  4.1455955310546699E-01 a       441     1     1     2     6
 -3.0331743383313803E-01 a       442     1     1     2     7
  3.2149151212539473E-01 a       443     1     1     2     8
 -1.2647835161873617E-02 a       444     1     1     2     9
  7.3065525429647477E-02 a       445     1     1     2    10
 -2.5636616506175758E-01 a       446     1     1     2    11
 -1.0963332244608132E-01 a       447     1     1     2    12
  1.2150131918052445E-01 a       448     1     1     2    13
  6.3186160526822410E-02 a       449     1     1     2    14
 -5.5129606798443663E-02 a       450     1     1     2    15
 -5.6096897352615083E-01 a       451     1     2     2     1
 -1.0634075134407652E+00 a       452     1     2     2     2
  3.0169851949711812E-01 a       453     1     2     2     3
 -9.2836520537061173E-01 a       454     1     2     2     4
 -3.5362187190575115E-02 a       455     1     2     2     5
 -4.5551355045337705E-01 a       456     1     2     2     6
  5.4540488842098134E-01 a       457     1     2     2     7
  9.5046763515514790E-02 a       458     1     2     2     8
  4.5401314598950504E-01 a       459     1     2     2     9
 -6.9088715464938877E-01 a       460     1     2     2    10
 -2.0544689657087883E-01 a       461     1     2     2    11
 -4.9090144528479825E-02 a       462     1     2     2    12
 -3.1862700229671831E-01 a       463     1     2     2    13
  9.4077887511156297E-02 a       464     1     2     2    14
 -1.0184160889951301E+00 a       465     1     2     2    15
 -6.4764771765800666E-01 a       466     1     3     2     1
 -4.5859434805166749E-01 a       467     1     3     2     2
  4.1050588974157398E-01 a       468     1     3     2     3
  5.6226579261108522E-02 a       469     1     3     2     4
 -4.1041029440982973E-01 a       470     1     3     2     5
 -7.1982087449947807E-01 a       471     1     3     2     6
  4.1373265812711772E-02 a       472     1     3     2     7
 -4.4565218596745104E-01 a       473     1     3     2     8
  1.7657895593175532E-01 a       474     1     3     2     9
 -5.4543953774356946E-01 a       475     1     3     2    10
 -1.4478123211334963E+00 a       476     1     3     2    11
 -8.9144184752520644E-02 a       477     1     3     2    12
 -2.5623581548390134E-01 a       478     1     3     2    13
  3.1830615473448337E-01 a       479     1     3     2    14
  1.8726749877241464E-01 a       480     1     3     2    15
  4.8683169873135324E-01 a       481     1     4     2     1
  1.1428798688960784E-01 a       482     1     4     2     2
 -6.9495139441316175E-02 a       483     1     4     2     3
  2.0305704044950593E-01 a       484     1     4     2     4
  1.0663769478281976E-01 a       485     1     4     2     5
  1.2165598235329700E+00 a       486     1     4     2     6
 -3.9239921812927642E-01 a       487     1     4     2     7
  4.5827733799203474E-01 a       488     1     4     2     8
  1.3791766137144967E-01 a       489     1     4     2     9
  3.1411221120178641E-02 a       490     1     4     2    10
 -2.9248848109761617E-02 a       491     1     4     2    11
  7.5498215399176574E-02 a       492     1     4     2    12
  4.8391716181850264E-01 a       493     1     4     2    13
  5.9243337978703348E-01 a       494     1     4     2    14
  2.6222687953932226E-02 a       495     1     4     2    15
 -2.3898192132105137E-01 a       496     1     5     2     1
  2.3211008599555372E-02 a       497     1     5     2     2
 -1.6197757314481639E-01 a       498     1     5     2     3
 -9.2274260602301608E-02 a       499     1     5     2     4
  8.2747110562603576E-01 a       500     1     5     2     5
  4.8254642082227822E-01 a       501     1     5     2     6
 -9.2301239098756871E-01 a       502     1     5     2     7
  1.4469691725004905E-01 a       503     1     5     2     8
  1.7369402020098440E-01 a       504     1     5     2     9
 -1.7260134129988419E-01 a       505     1     5     2    10
 -4.0471010428465592E-01 a       506     1     5     2    11
  5.5875279238361764E-01 a       507     1     5     2    12
  4.1097112625257626E-01 a       508     1     5     2    13
  6.6162087638107892E-01 a       509     1     5     2    14
  1.6222497701228400E-01 a       510     1     5     2    15
 -7.1973388987934273E-01 a       511     1     6     2     1
  1.2632726471133446E-01 a       512     1     6     2     2
  3.8064505324059189E-01 a       513     1     6     2     3
 -9.2216553784844324E-01 a       514     1     6     2     4
 -4.6907052642821451E-01 a       515     1     6     2     5
 -4.0065560761913549E-01 a       516     1     6     2     6
 -5.3583081168677792E-02 a       517     1     6     2     7
 -1.0121459473359314E-01 a       518     1     6     2     8
  3.5221581629944688E-02 a       519     1     6     2     9
 -6.7556803223019924E-03 a       520     1     6     2    10
 -5.0835832144791337E-01 a       521     1     6     2    11
  1.2264744055541094E-01 a       522     1     6     2    12
  1.7589091165200904E-01 a       523     1     6     2    13
  8.0422589433464323E-02 a       524     1     6     2    14
  5.1780844336904119E-01 a       525     1     6     2    15
 -6.4998603123303245E-02 a       526     1     7     2     1
  5.5101056522801839E-01 a       527     1     7     2     2
  5.7341945710178574E-02 a       528     1     7     2     3
  8.4719796603755104E-01 a       529     1     7     2     4
 -6.4076744448900338E-02 a       530     1     7     2     5
 -1.0854066533589211E+00 a       531     1     7     2     6
 -1.1941807453573573E-01 a       532     1     7     2     7
