################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.6076282733706614E-02 a        63     0     5     1     3
 -4.2049645564552529E-01 a        64     0     5     1     4
 -3.0403602865347118E-01 a        65     0     5     1     5
 -1.2921189616540696E+00 a        66     0     5     1     6
 -7.5321875799459892E-01 a        67     0     5     1     7
 -3.3733628288749806E-01 a        68     0     5     1     8
 -1.0221163225675593E-01 a        69     0     5     1     9
 -6.4707490679519986E-01 a        70     0     5     1    10
 -1.6657048227682408E-01 a        71     0     5     1    11
  1.2093299648446647E+00 a        72     0     5     1    12
 -5.9048455315081072E-01 a        73     0     5     1    13
 -4.0598967457511320E-01 a        74     0     5     1    14
 -4.8861931892702209E-01 a        75     0     5     1    15
  1.2491012434074157E-01 a        76     0     6     1     1
 -5.6564354476432255E-01 a        77     0     6     1     2
 -5.0940001248992661E-01 a        78     0     6     1     3
  8.5945628594167633E-01 a        79     0     6     1     4
 -6.4774969903433066E-02 a        80     0     6     1     5
 -2.4498825908407848E-01 a        81     0     6     1     6
 -1.5824825146058574E-01 a        82     0     6     1     7
 -2.6464065671844850E-01 a        83     0     6     1     8
  3.8074459758850945E-03 a        84     0     6     1     9
 -1.7927018430088951E-01 a        85     0     6     1    10
 -5.6880486249138895E-01 a        86     0     6     1    11
 -3.9790747918438496E-01 a        87     0     6     1    12
  1.0030345786614617E-02 a        88     0     6     1    13
  1.7125273646863920E-01 a        89     0     6     1    14
  1.7779061248596961E-01 a        90     0     6     1    15
 -4.3003651766077966E-01 a        91     0     7     1     1
 -4.8841994520006810E-01 a        92     0     7     1     2
  1.2671351095390385E-01 a        93     0     7     1     3
 -6.1286582239601906E-01 a        94     0     7     1     4
  6.6956114263730770E-01 a        95     0     7     1     5
  1.2015625461291302E+00 a        96     0     7     1     6
  7.8657675845792130E-01 a        97     0     7     1     7
 -4.3850296367020081E-01 a        98     0     7     1     8
 -4.0636217189406293E-01 a        99     0     7     1     9
  5.1092141245139622E-01 a       100     0     7     1    10
  1.3656292035729167E+00 a       101     0     7     1    11
 -1.2960542229892937E+00 a       102     0     7     1    12
  1.7014819694994998E+00 a       103     0     7     1    13
  8.2243086412923228E-01 a       104     0     7     1    14
 -3.8686335889040113E-01 a       105     0     7     1    15
  4.2208302864423473E-02 a       106     0     8     1     1
  1.1167882503460831E+00 a       107     0     8     1     2
 -7.2908670958412203E-01 a       108     0     8     1     3
  2.1922819610352716E-02 a       109     0     8     1     4
 -2.7606029792415787E-01 a       110     0     8     1     5
  4.2958607932522602E-01 a       111     0     8     1     6
 -4.2300044929750463E-01 a       112     0     8     1     7
 -7.8192784169667032E-02 a       113     0     8     1     8
 -5.5175607902052815E-01 a       114     0     8     1     9
  1.2889764820960362E-01 a       115     0     8     1    10
 -9.5610114304634536E-02 a       116     0     8     1    11
 -1.0142628268935370E+00 a       117     0     8     1    12
  2.7946030857881561E-02 a       118     0     8     1    13
  1.5161065248259856E-01 a       119     0     8     1    14
 -5.8366053341921895E-02 a       120     0     8     1    15
 -6.9725469022089315E-02 a       121     0     9     1     1
 -4.1430978503190191E-01 a       122     0     9     1     2
  2.6606672680431021E-01 a       123     0     9     1     3
  5.7955360314884585E-01 a       124     0     9     1     4
  5.8806178616888069E-02 a       125     0     9     1     5
 -3.5645587911132232E-01 a       126     0     9     1     6
 -6.6217118563431787E-01 a       127     0     9     1     7
  2.7591066221823855E-02 a       128     0     9     1     8
 -3.5106673745375883E-01 a       129     0     9     1     9
 -4.6750548818533078E-01 a       130     0     9     1    10
 -3.8347452698632406E-01 a       131     0     9     1    11
  1.5969986208603235E+00 a       132     0     9     1    12
 -1.4215426069443651E+00 a       133     0     9     1    13
 -1.5929921261861510E-01 a       134     0     9     1    14
 -1.4340798472120059E-01 a       135     0     9     1    15
 -1.6490811236660854E-01 a       136     0    10     1     1
 -4.8866826441012640E-01 a       137     0    10     1     2
 -1.2358788087756077E-01 a       138     0    10     1     3
 -6.3825625520764884E-01 a       139     0    10     1     4
 -1.3164246333789711E-01 a       140     0    10     1     5
 -6.2454112645299475E-01 a       141     0    10     1     6
 -3.1953261312512526E-02 a       142     0    10     1     7
  2.4045880533834252E-01 a       143     0    10     1     8
  8.3646396532251832E-01 a       144     0    10     1     9
 -2.2950062074276734E-01 a       145     0    10     1    10
 -3.0169839916761393E-02 a       146     0    10     1    11
  6.1693514630564217E-01 a       147     0    10     1    12
 -2.0929769806474516E-01 a       148     0    10     1    13
  2.1145968580961724E-02 a       149     0    10     1    14
 -1.5799157656432430E-01 a       150     0    10     1    15
 -7.3602782168815231E-02 a       151     0    11     1     1
  2.6395164068046989E-01 a       152     0    11     1     2
 -5.1290773898790297E-02 a       153     0    11     1     3
 -1.1329812061175202E+00 a       154     0    11     1     4
 -1.3884188947898715E-01 a       155     0    11     1     5
  5.3478747762276868E-01 a       156     0    11     1     6
  7.4932543928754725E-01 a       157     0    11     1     7
  3.5666505627984013E-01 a       158     0    11     1     8
  4.5352513988050991E-01 a       159     0    11     1     9
  3.5545790348233969E-01 a       160     0    11     1    10
 -3.2986001823603484E-01 a       161     0    11     1    11
 -1.2956459345524194E+00 a       162     0    11     1    12
  9.8223233400492505E-01 a       163     0    11     1    13
 -2.4369873933604783E-01 a       164     0    11     1    14
  2.8069499003097581E-01 a       165     0    11     1    15
  2.7098944825252375E-01 a       166     0    12     1     1
  3.5281613773494053E-01 a       167     0    12     1     2
  4.1255368801182768E-01 a       168     0    12     1     3
  2.6645452561776134E-01 a       169     0    12     1     4
 -4.8053638300404114E-03 a       170     0    12     1     5
  3.0027499519069117E-01 a       171     0    12     1     6
  3.3721894996604990E-01 a       172     0    12     1     7
  1.1827297395615904E-01 a       173     0    12     1     8
 -1.4241457584272685E-01 a       174     0    12     1     9
  2.0119348218198016E-01 a       175     0    12     1    10
  1.8228577118559373E-02 a       176     0    12     1    11
 -3.5525902913855212E-01 a       177     0    12     1    12
  3.4986673101810395E-01 a       178     0    12     1    13
 -1.3210810610816293E-01 a       179     0    12     1    14
  5.6465719792618152E-01 a       180     0    12     1    15
  6.2603959284485555E-01 a       181     0    13     1     1
 -2.9853410662794538E-01 a       182     0    13     1     2
 -3.3813679712079170E-01 a       183     0    13     1     3
  3.0213829186122476E-01 a       184     0    13     1     4
  9.5857317950542598E-01 a       185     0    13     1     5
 -4.9039321447800505E-01 a       186     0    13     1     6
 -4.0546020085821743E-01 a       187     0    13     1     7
 -5.9563972206992066E-01 a       188     0    13     1     8
 -5.5989934444725165E-01 a       189     0    13     1     9
 -4.2058474476404589E-01 a       190     0    13     1    10
  8.4757011273576421E-01 a       191     0    13     1    11
  6.6558747627406978E-01 a       192     0    13     1    12
 -4.5865115390081529E-01 a       193     0    13     1    13
  5.7749336445209898E-01 a       194     0    13     1    14
  4.8974082110178663E-01 a       195     0    13     1    15
  1.0335680603424921E-01 a       196     0    14     1     1
 -8.6775319076664137E-02 a       197     0    14     1     2
 -4.4283747586178299E-02 a       198     0    14     1     3
 -4.9319981082115952E-02 a       199     0    14     1     4
 -2.6637147029892305E-01 a       200     0    14     1     5
 -1.7550937489291779E-01 a       201     0    14     1     6
 -1.3039860009738061E-01 a       202     0    14     1     7
  4.1898630369468698E-02 a       203     0    14     1     8
  9.1556508898989447E-02 a       204     0    14     1     9
  8.0031575902509353E-02 a       205     0    14     1    10
  3.9469511073231538E-02 a       206     0    14     1    11
 -1.1035512459033774E-02 a       207     0    14     1    12
 -1.9690675149815817E-01 a       208     0    14     1    13
 -1.6350306104496501E-01 a       209     0    14     1    14
 -7.0548688200777671E-02 a       210     0    14     1    15
 -1.8472650630572674E-02 a       211     0    15     1     1
 -1.7426808096939744E-01 a       212     0    15     1     2
 -1.3763122940732751E-02 a       213     0    15     1     3
  4.4912818576900243E-01 a       214     0    15     1     4
 -1.8185797101012824E-01 a       215     0    15     1     5
  4.8784407479013366E-02 a       216     0    15     1     6
  2.4333654303734598E-01 a       217     0    15     1     7
  2.9953246777720938E-01 a       218     0    15     1     8
  2.5531671739243833E-01 a       219     0    15     1     9
  4.5728806491056639E-01 a       220     0    15     1    10
 -2.6875837616388232E-01 a       221     0    15     1    11
  3.6656093219749819E-01 a       222     0    15     1    12
 -1.9890389136589062E-01 a       223     0    15     1    13
 -6.6322907000721931E-01 a       224     0    15     1    14
 -2.5182636380620893E-01 a       225     0    15     1    15
  2.3025938187678036E-02 a       226     0    16     1     1
  1.7181055963416146E-02 a       227     0    16     1     2
  2.1455793247992596E-02 a       228     0    16     1     3
 -1.8295915141058987E-02 a       229     0    16     1     4
 -1.0114665189255340E-01 a       230     0    16     1     5
  5.6449907682220850E-02 a       231     0    16     1     6
  3.8808346594257102E-02 a       232     0    16     1     7
  5.3429068551882168E-02 a       233     0    16     1     8
  9.0483090371381150E-02 a       234     0    16     1     9
 -4.3890604630259372E-02 a       235     0    16     1    10
 -1.7027012547942316E-01 a       236     0    16     1    11
 -9.4432809784731661E-02 a       237     0    16     1    12
  6.4304930226321652E-02 a       238     0    16     1    13
 -3.3943789019280107E-02 a       239     0    16     1    14
  6.5508974886959018E-02 a       240     0    16     1    15
 -2.4620624260142629E-01 a       241     0    17     1     1
 -2.6399630506095284E-01 a       242     0    17     1     2
  7.8621660682524616E-02 a       243     0    17     1     3
  2.3096137501036031E-02 a       244     0    17     1     4
  4.2273050617339941E-01 a       245     0    17     1     5
 -1.0814455179333948E-01 a       246     0    17     1     6
 -5.4857117323523753E-02 a       247     0    17     1     7
  1.7644897199516846E-01 a       248     0    17     1     8
 -2.1025259845728522E-01 a       249     0    17     1     9
  2.6213803740919484E-01 a       250     0    17     1    10
  9.6104158801495798E-01 a       251     0    17     1    11
  6.4887508804076555E-01 a       252     0    17     1    12
 -9.0478226990608923E-02 a       253     0    17     1    13
 -3.2706354894383582E-01 a       254     0    17     1    14
 -3.7781615652623274E-01 a       255     0    17     1    15
  4.4850720295746029E-03 a       256     0    18     1     1
  4.1559683601077986E-02 a       257     0    18     1     2
 -1.4441894325115602E-03 a       258     0    18     1     3
  1.4939657138396841E-02 a       259     0    18     1     4
 -1.7512976134536520E-01 a       260     0    18     1     5
  5.9379069433990114E-02 a       261     0    18     1     6
  1.5675932625916610E-02 a       262     0    18     1     7
  1.3574673483524074E-02 a       263     0    18     1     8
  1.0202679163541271E-01 a       264     0    18     1     9
 -3.3035116555735350E-02 a       265     0    18     1    10
 -2.4618261386427404E-01 a       266     0    18     1    11
 -1.2600656651731165E-01 a       267     0    18     1    12
  2.8513582412231550E-02 a       268     0    18     1    13
 -4.0969616823485037E-02 a       269     0    18     1    14
  5.4724374156826704E-02 a       270     0    18     1    15
  3.6785027310886792E-01 a       271     0    19     1     1
  8.9441147114935213E-02 a       272     0    19     1     2
  1.5613549778067784E-01 a       273     0    19     1     3
 -3.5087615124549870E-01 a       274     0    19     1     4
  2.9468743581735957E-01 a       275     0    19     1     5
  2.5474091184601128E-01 a       276     0    19     1     6
  2.4625915658456607E-02 a       277     0    19     1     7
 -4.1957235719709768E-01 a       278     0    19     1     8
 -6.6721133219523898E-01 a       279     0    19     1     9
 -1.6843640537442583E-01 a       280     0    19     1    10
  2.6301400111029155E-01 a       281     0    19     1    11
  3.0297855512728089E-01 a       282     0    19     1    12
  7.5534021410282370E-02 a       283     0    19     1    13
  3.3716601498503723E-01 a       284     0    19     1    14
 -1.4013941115285083E-01 a       285     0    19     1    15
 -4.4765285891197208E-02 a       286     0    20     1     1
 -6.6354148237488642E-02 a       287     0    20     1     2
 -9.3068704191284962E-02 a       288     0    20     1     3
  2.2525088463681425E-01 a       289     0    20     1     4
 -1.5721404451913043E-01 a       290     0    20     1     5
  2.5353633258428963E-02 a       291     0    20     1     6
 -1.4285687864554322E-01 a       292     0    20     1     7
  1.9409093899068350E-01 a       293     0    20     1     8
  2.8673635618796112E-01 a       294     0    20     1     9
  6.8333031239574960E-02 a       295     0    20     1    10
 -1.3573642400949323E-01 a       296     0    20     1    11
  4.3075126104033828E-02 a       297     0    20     1    12
 -5.7058505678338790E-02 a       298     0    20     1    13
 -1.5216328676925428E-01 a       299     0    20     1    14
  5.7727441262922695E-02 a       300     0    20     1    15
  1.7325963023973814E-01 a       301     0    21     1     1
  1.7220126754891613E-01 a       302     0    21     1     2
  3.8749986753133014E-02 a       303     0    21     1     3
 -4.0772478264871183E-03 a       304     0    21     1     4
 -2.4102091748284774E-01 a       305     0    21     1     5
  9.9141818595986919E-03 a       306     0    21     1     6
  1.1223925354164180E-01 a       307     0    21     1     7
 -4.9689664017164833E-02 a       308     0    21     1     8
  1.4695185919623283E-02 a       309     0    21     1     9
 -5.3974550171616502E-02 a       310     0    21     1    10
 -9.5150511546811556E-01 a       311     0    21     1    11
 -4.9867890874195120E-01 a       312     0    21     1    12
 -3.5034353662988280E-02 a       313     0    21     1    13
  2.8511703030010410E-01 a       314     0    21     1    14
  4.1848259884985906E-01 a       315     0    21     1    15
 -2.5300894206043240E-01 a       316     0    22     1     1
  2.9749203520022999E-01 a       317     0    22     1     2
 -8.4468134375486281E-02 a       318     0    22     1     3
 -2.5407356872940029E-01 a       319     0    22     1     4
 -4.3905377271533999E-02 a       320     0    22     1     5
 -2.5455498283836331E-01 a       321     0    22     1     6
  3.1620326911568453E-01 a       322     0    22     1     7
  2.0224223235203079E-02 a       323     0    22     1     8
 -3.0840847075845720E-02 a       324     0    22     1     9
 -8.1973148341729238E-02 a       325     0    22     1    10
  2.3530360000381392E-01 a       326     0    22     1    11
 -4.0047458015698240E-01 a       327     0    22     1    12
  1.8104335598306082E-01 a       328     0    22     1    13
 -1.5645194472635132E-01 a       329     0    22     1    14
 -1.8221744587415795E-01 a       330     0    22     1    15
  2.7923470979332440E-02 a       331     0    23     1     1
  9.2388708546339571E-01 a       332     0    23     1     2
 -6.7578614839161755E-01 a       333     0    23     1     3
  6.9167233654049823E-02 a       334     0    23     1     4
 -3.3045142464192345E-01 a       335     0    23     1     5
 -6.0144336922268990E-02 a       336     0    23     1     6
 -1.1988752322995715E-01 a       337     0    23     1     7
  4.8216288260382245E-01 a       338     0    23     1     8
  1.0601134239540443E-01 a       339     0    23     1     9
  1.5160107518353982E-01 a       340     0    23     1    10
 -2.0948962020290074E-04 a       341     0    23     1    11
 -7.9606442945090994E-01 a       342     0    23     1    12
 -2.2699762174677024E-01 a       343     0    23     1    13
 -8.9224293500651208E-01 a       344     0    23     1    14
  4.8193728947250764E-01 a       345     0    23     1    15
  2.9426696072999503E-01 a       346     0    24     1     1
 -3.4254283034527078E-01 a       347     0    24     1     2
  5.0771698031319135E-01 a       348     0    24     1     3
 -2.9521477065788421E-01 a       349     0    24     1     4
  8.8102357748490967E-01 a       350     0    24     1     5
  5.1592407604333347E-02 a       351     0    24     1     6
  2.7603668429179845E-01 a       352     0    24     1     7
 -4.9751268830061052E-01 a       353     0    24     1     8
 -5.8150344659373943E-01 a       354     0    24     1     9
 -2.4389364208092182E-01 a       355     0    24     1    10
 -1.1654840325103942E-01 a       356     0    24     1    11
  8.2851390966313554E-01 a       357     0    24     1    12
  3.8820481110288035E-01 a       358     0    24     1    13
  4.8742039570096385E-01 a       359     0    24     1    14
 -2.2368246183902044E-01 a       360     0    24     1    15
 -1.6213363495271310E-01 a       361     0    25     1     1
 -8.8670858652433390E-02 a       362     0    25     1     2
 -9.5901525634639828E-02 a       363     0    25     1     3
  1.2313931067543081E-01 a       364     0    25     1     4
  2.3491651899135494E-02 a       365     0    25     1     5
 -1.5405668334595429E-01 a       366     0    25     1     6
 -3.6109861630959292E-02 a       367     0    25     1     7
  9.1554792562016499E-02 a       368     0    25     1     8
 -3.1341883013146402E-02 a       369     0    25     1     9
  2.5194954146709436E-01 a       370     0    25     1    10
  1.2666452551194987E-01 a       371     0    25     1    11
 -1.1786872604329772E-01 a       372     0    25     1    12
 -1.1538182454371036E-01 a       373     0    25     1    13
  1.5895708090893307E-01 a       374     0    25     1    14
  1.1971086408414321E-01 a       375     0    25     1    15
  3.6385841015296649E-01 a       376     0    26     1     1
 -2.2650933484370506E-01 a       377     0    26     1     2
  3.3643070848819656E-01 a       378     0    26     1     3
  2.8440074929851983E-01 a       379     0    26     1     4
 -4.8641082668271934E-01 a       380     0    26     1     5
  7.5750453896460526E-02 a       381     0    26     1     6
 -2.0453657716556084E-01 a       382     0    26     1     7
  2.3216482823309323E-01 a       383     0    26     1     8
  3.4614435980683805E-01 a       384     0    26     1     9
  3.5576698390175249E-01 a       385     0    26     1    10
 -1.0095584512261420E+00 a       386     0    26     1    11
 -1.0355452625322747E-01 a       387     0    26     1    12
 -1.2008293296809995E-01 a       388     0    26     1    13
 -1.9713660970557588E-03 a       389     0    26     1    14
  6.8495213408738409E-01 a       390     0    26     1    15
 -1.2379461058695727E+00 a       391     0    27     1     1
 -1.6356066105770414E-01 a       392     0    27     1     2
 -3.8495256535421080E-01 a       393     0    27     1     3
  8.5197540675751526E-02 a       394     0    27     1     4
  5.7499237278206916E-01 a       395     0    27     1     5
 -1.7733604458837945E-01 a       396     0    27     1     6
  1.1998432442133085E-01 a       397     0    27     1     7
  7.4667596588579321E-01 a       398     0    27     1     8
  2.3504015682999707E-01 a       399     0    27     1     9
 -5.4767293443164689E-01 a       400     0    27     1    10
  1.5398313628738508E-01 a       401     0    27     1    11
  7.8499616304587994E-01 a       402     0    27     1    12
 -3.6638705239284847E-01 a       403     0    27     1    13
 -7.1638968336720954E-02 a       404     0    27     1    14
 -7.0865858147054772E-01 a       405     0    27     1    15
  2.6932979262843876E-01 a       406     0    28     1     1
  6.4603181963666240E-02 a       407     0    28     1     2
  1.0261334861426906E-01 a       408     0    28     1     3
 -1.4545363997358848E-01 a       409     0    28     1     4
 -2.1694583701813699E-01 a       410     0    28     1     5
 -1.1051472114369800E-02 a       411     0    28     1     6
  6.3371410712384460E-02 a       412     0    28     1     7
 -3.0668249709619261E-01 a       413     0    28     1     8
  1.3234732705438963E-02 a       414     0    28     1     9
 -5.5933340411037005E-03 a       415     0    28     1    10
  2.2877684679461451E-02 a       416     0    28     1    11
 -3.1281660220668117E-01 a       417     0    28     1    12
  7.9856676601042981E-02 a       418     0    28     1    13
 -7.1748242273843438E-02 a       419     0    28     1    14
 -4.3079614835060745E-02 a       420     0    28     1    15
 -1.5544519738814010E-02 a       421     0    29     1     1
 -6.0891612871015577E-01 a       422     0    29     1     2
  1.5106201639339406E-01 a       423     0    29     1     3
  1.9630216058625378E-02 a       424     0    29     1     4
 -3.5230805605502424E-01 a       425     0    29     1     5
 -1.0444506022838936E-01 a       426     0    29     1     6
  1.0912713592084905E-01 a       427     0    29     1     7
 -1.9680764415248709E-03 a       428     0    29     1     8
  7.7638406614510394E-02 a       429     0    29     1     9
  4.5201945255191139E-02 a       430     0    29     1    10
  1.9204154995650305E-01 a       431     0    29     1    11
  1.0485533426675692E-01 a       432     0    29     1    12
  2.0518952160474543E-01 a       433     0    29     1    13
  4.3369930786692767E-01 a       434     0    29     1    14
 -2.4271009587718378E-01 a       435     0    29     1    15
 -3.0170491194685700E-03 a       436     0    30     1     1
  3.7360410875698680E-01 a       437     0    30     1     2
 -9.7018050746839044E-02 a       438     0    30     1     3
  4.9638255544924237E-02 a       439     0    30     1     4
 -1.7935269027389680E-01 a       440     0    30     1     5
  2.8551307720010261E-01 a       441     0    30     1     6
 -1.5426984422293438E-02 a       442     0    30     1     7
 -6.9944274122287611E-02 a       443     0    30     1     8
 -1.3288801781310669E-01 a       444     0    30     1     9
 -8.9178370138578988E-02 a       445     0    30     1    10
  2.9289525900309354E-01 a       446     0    30     1    11
 -8.3328511371152006E-02 a       447     0    30     1    12
 -3.9886520246489580E-02 a       448     0    30     1    13
 -4.8223017270581037E-01 a       449     0    30     1    14
 -3.6499845091242861E-01 a       450     0    30     1    15
  3.1511884185560152E-01 a       451     0    31     1     1
 -4.2545579277636375E-01 a       452     0    31     1     2
  4.8774308618460849E-01 a       453     0    31     1     3
  8.9014273435494329E-01 a       454     0    31     1     4
  4.1110211380789641E-01 a       455     0    31     1     5
 -1.0072015130491331E-01 a       456     0    31     1     6
  1.5432316724933701E-01 a       457     0    31     1     7
 -1.0914718620098475E-01 a       458     0    31     1     8
  1.0907637505997753E-01 a       459     0    31     1     9
 -2.9563467550310668E-01 a       460     0    31     1    10
 -4.3715577383212006E-01 a       461     0    31     1    11
 -1.5596250157059308E-01 a       462     0    31     1    12
 -2.3656589267756331E-01 a       463     0    31     1    13
  4.2407818002363412E-01 a       464     0    31     1    14
 -5.0191424789440098E-01 a       465     0    31     1    15
  3.1551577149820076E-01 b       466     1     1
 -6.2429964957646267E-01 b       467     1     2
  2.9330932021222605E-01 b       468     1     3
  1.1305153607187364E-01 b       469     1     4
  7.0397992102716778E-01 b       470     1     5
 -1.5689970620361551E-01 b       471     1     6
  1.9048350328701688E-01 b       472     1     7
 -1.9049744058805523E-01 b       473     1     8
  4.9314676998023686E-02 b       474     1     9
 -1.2382202335870494E-01 b       475     1    10
  1.7565484075288862E-01 b       476     1    11
  5.3843628002940325E-01 b       477     1    12
 -6.1979084297759179E-01 b       478     1    13
  4.2717216594721186E-01 b       479     1    14
 -1.2891088328410230E-02 b       480     1    15
 -3.1694060877257080E-01 a       481     1     1     2     1
 -9.2081068382592862E-02 a       482     1     1     2     2
  7.8549360145024755E-02 a       483     1     1     2     3
 -3.7947268052824834E-01 a       484     1     1     2     4
 -3.6757323544299385E-02 a       485     1     1     2     5
 -4.4496445034282150E-01 a       486     1     1     2     6
  3.1855835649099157E-01 a       487     1     1     2     7
  2.5822176285178594E-01 a       488     1     1     2     8
  9.2189788734162073E-02 a       489     1     1     2     9
  1.8442838502376735E-01 a       490     1     1     2    10
 -4.0819773245703878E-01 a       491     1     1     2    11
 -7.8787793639212766E-01 a       492     1     1     2    12
  4.6459403313802480E-02 a       493     1     1     2    13
  1.6253271527605689E-01 a       494     1     1     2    14
  1.6309746469756931E-01 a       495     1     1     2    15
 -1.9623131600778060E-01 a       496     1     2     2     1
 -1.4205716915386879E-01 a       497     1     2     2     2
  5.8791397324943401E-02 a       498     1     2     2     3
 -4.1225551859060550E-01 a       499     1     2     2     4
 -5.7482837184257063E-01 a       500     1     2     2     5
  4.5616488973712260E-02 a       501     1     2     2     6
 -2.2481607237673683E-02 a       502     1     2     2     7
 -9.3904321600386240E-02 a       503     1     2     2     8
  1.5295850959879551E-01 a       504     1     2     2     9
 -2.1613197926480043E-01 a       505     1     2     2    10
 -4.1226729606668300E-01 a       506     1     2     2    11
 -5.0360644052444621E-02 a       507     1     2     2    12
 -1.5009925802646520E-01 a       508     1     2     2    13
 -2.3997842799550495E-01 a       509     1     2     2    14
 -3.7655946210466990E-01 a       510     1     2     2    15
  1.8005324449864352E-01 a       511     1     3     2     1
 -2.4908871759661483E-01 a       512     1     3     2     2
  2.6700020930114826E-01 a       513     1     3     2     3
  3.7973259973258844E-01 a       514     1     3     2     4
  2.5904358876153527E-01 a       515     1     3     2     5
 -2.1077516509167951E-01 a       516     1     3     2     6
  3.5238959174420253E-01 a       517     1     3     2     7
 -6.8613461964453504E-02 a       518     1     3     2     8
 -5.7651231567195600E-02 a       519     1     3     2     9
  3.4000365510909109E-01 a       520     1     3     2    10
 -1.5625912341325904E-01 a       521     1     3     2    11
  5.6530452744921977E-01 a       522     1     3     2    12
 -2.0596753047079433E-01 a       523     1     3     2    13
 -4.0113343642913485E-01 a       524     1     3     2    14
  1.7667053313639863E-01 a       525     1     3     2    15
 -5.6367410925178096E-01 a       526     1     4     2     1
  8.3084210210907158E-02 a       527     1     4     2     2
 -2.4337342721649183E-01 a       528     1     4     2     3
 -3.3267540049493027E-01 a       529     1     4     2     4
 -4.4441857684975805E-01 a       530     1     4     2     5
  5.7275626082242448E-01 a       531     1     4     2     6
  4.4774468152093114E-02 a       532     1     4     2     7
