################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         1          1   5.7414619674467104E-01   3.3486073021043623E+00   2.2426725423904688E+00   3.8336683464851179E-01
         1          2   4.8976066859776690E-01   1.8388421296742787E+00   1.3167619986654988E+00   1.9225923479055837E-01
         1          3   4.2973942660965708E-01   2.5289512948573520E+00   1.6352944374229315E+00   2.8342902338767245E-01
         1          4   4.1487691386121234E-01   1.4292267058395021E+00   1.0121678050496390E+00   1.4212276952304928E-01
         1          5   2.6351933566828445E-01   1.5387151684166134E+00   9.0741149653731812E-01   1.6175938787188493E-01
         1          6   3.0530780932188845E-01   9.2672521505843519E-01   6.4796008709584563E-01   8.1631090331478945E-02
         1          7   1.3827116285513325E-01   8.5925571827539793E-01   4.5707901770633202E-01   8.3722422619993644E-02
         1          8   2.3444146655099574E-01   5.9916754104135439E-01   4.2212032772622321E-01   4.4882737930369107E-02
         1          9   2.2447903887505719E-01   5.0050939485414059E-01   3.5946297821777434E-01   3.3807192434482408E-02
         1         10   1.7493148050800714E-01   1.0608195868985333E+00   5.3613223975752911E-01   1.0388592128513392E-01
         1         11   1.5842442366556742E-01   3.6957615248683590E-01   2.7017142083668860E-01   2.2118474378494644E-02
         1         12   9.0448525455478337E-02   6.9086726283806699E-01   2.9731293296333783E-01   5.8367682385156529E-02
         1         13   7.2596015847038300E-02   3.2141218139566929E-01   1.9333559616086429E-01   2.4877410322198298E-02
         1         14   2.6614947228889137E-02   4.4036875730764913E-01   1.6030872333035895E-01   3.9282550950725650E-02
         1         15   5.8263390778532029E-03   2.7190156773364837E-01   8.6649036845707725E-02   2.5955613749655836E-02
         1         16   3.7741110385992036E-04   3.1795245353425022E-01   5.9057766950666592E-02   3.3512093642599994E-02
         1         17   3.4642469951419684E-06   3.6476952136716180E-02   1.6198233802487600E-02   6.1680831026547176E-03
         1         18   3.3470105638011439E-03   4.9018758894776908E-02   2.1431915750582654E-02   6.2082801960821245E-03
         1         19   1.0215736972276279E-05   4.6961622112353489E-02   1.5907418819526235E-02   6.2912237414490509E-03
         1         20   4.0501732814148060E-02   2.5037379939991783E-01   1.3924749254433044E-01   2.8308234172615042E-02
         1         21   2.2403063078223246E-03   5.3233617431625462E-02   1.7560802449670346E-02   5.7241487565052223E-03
         1         22   5.4381901842949243E-05   1.9560753846690239E-02   5.8295291611935524E-03   2.4924074264840194E-03
         1         23   2.5956443721489458E-02   1.5254994817575698E-01   7.8159273884063976E-02   1.4932926873544120E-02
         1         24   3.3432141533565199E-04   1.1938663345000617E-02   4.0423265758645242E-03   1.4863740132008666E-03
         1         25   4.5220420850041609E-04   1.3088654289427645E-02   3.6466239821697269E-03   1.0934244286442594E-03
         1         26   8.5041833065283672E-03   4.5623606417070244E-02   2.4169558971886423E-02   3.8903257570571705E-03
         1         27   2.4005207555743863E-04   9.1180356390549756E-03   2.4192089453313604E-03   7.8450708942763526E-04
         2          1   1.2123200161209791E+00   3.6401774554746833E+00   2.6335239973309985E+00   3.6225154665409515E-01
