################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.5614792764400247E+00 a        53     0     4     1     8
 -2.4058085415891944E-01 a        54     0     4     1     9
 -1.5227788491689370E-01 a        55     0     4     1    10
  1.2471030893722632E+00 a        56     0     4     1    11
  2.1381505806841219E-01 a        57     0     4     1    12
 -9.5560849855327057E-01 a        58     0     4     1    13
 -1.0258369606748785E-01 a        59     0     4     1    14
  1.2128993083581758E+00 a        60     0     4     1    15
 -2.2443455781893823E-01 a        61     0     5     1     1
  1.9528590021911910E-01 a        62     0     5     1     2
  5.1735649549138985E-01 a        63     0     5     1     3
 -5.0792380324476705E-01 a        64     0     5     1     4
  2.6801154628074131E-01 a        65     0     5     1     5
 -9.3741361190676498E-01 a        66     0     5     1     6
 -5.9923520113466866E-01 a        67     0     5     1     7
  1.6646136180642286E+00 a        68     0     5     1     8
 -1.4642910654582655E-01 a        69     0     5     1     9
  4.2148779161655686E-01 a        70     0     5     1    10
 -1.7094709186593673E+00 a        71     0     5     1    11
 -1.7804759834085060E-01 a        72     0     5     1    12
  5.7578572810694939E-01 a        73     0     5     1    13
 -5.4204672156917613E-02 a        74     0     5     1    14
  9.9869981702417943E-01 a        75     0     5     1    15
 -8.5871155564765378E-01 a        76     0     6     1     1
  2.6496038435910130E-02 a        77     0     6     1     2
 -1.5096228008944792E+00 a        78     0     6     1     3
  1.9649691624756018E-02 a        79     0     6     1     4
 -1.0353597015714351E+00 a        80     0     6     1     5
 -7.4720676668969743E-01 a        81     0     6     1     6
  7.6993838350115540E-01 a        82     0     6     1     7
 -4.7456256607733616E-01 a        83     0     6     1     8
 -7.3237336972732103E-02 a        84     0     6     1     9
  2.5308054527155649E-01 a        85     0     6     1    10
 -2.4927479728115451E-01 a        86     0     6     1    11
  7.7233987912688329E-01 a        87     0     6     1    12
 -3.5554058483839407E-01 a        88     0     6     1    13
  1.6969142176445329E-01 a        89     0     6     1    14
  2.4368182923876986E+00 a        90     0     6     1    15
 -5.0665558637492814E-01 a        91     0     7     1     1
 -1.1067907821302167E-01 a        92     0     7     1     2
  3.0539532549737064E-01 a        93     0     7     1     3
  1.1695153694848972E+00 a        94     0     7     1     4
 -1.3712108474367397E+00 a        95     0     7     1     5
  1.9703681246181440E-01 a        96     0     7     1     6
  8.0785001478835591E-02 a        97     0     7     1     7
 -6.0903323014283461E-01 a        98     0     7     1     8
  5.9280391608529650E-03 a        99     0     7     1     9
  9.5295616866002286E-01 a       100     0     7     1    10
 -4.3095785198414088E-02 a       101     0     7     1    11
  1.1621444569344426E-01 a       102     0     7     1    12
  5.7372526324619089E-01 a       103     0     7     1    13
  1.1266625919329540E-01 a       104     0     7     1    14
  5.0536785003996620E-01 a       105     0     7     1    15
  3.2880830462703337E-01 a       106     0     8     1     1
  1.3377355940761240E+00 a       107     0     8     1     2
  1.7958887310341805E+00 a       108     0     8     1     3
 -3.4822677298973401E+00 a       109     0     8     1     4
  4.6718137634960188E-01 a       110     0     8     1     5
 -2.0203876166847738E+00 a       111     0     8     1     6
  1.4462868538088771E+00 a       112     0     8     1     7
  4.1572001461689405E+00 a       113     0     8     1     8
  8.6510293308532618E-02 a       114     0     8     1     9
  8.1958315113001645E-01 a       115     0     8     1    10
 -4.0782029682312455E+00 a       116     0     8     1    11
 -2.8903663147303488E-01 a       117     0     8     1    12
  1.2037905082335534E+00 a       118     0     8     1    13
 -1.1778452674427989E-01 a       119     0     8     1    14
 -4.7792864641246113E-01 a       120     0     8     1    15
  8.6992982154445120E-01 a       121     0     9     1     1
 -4.6307417313050120E-01 a       122     0     9     1     2
  3.3004479837852791E+00 a       123     0     9     1     3
 -2.6371718435927090E+00 a       124     0     9     1     4
 -4.6980587500233351E-01 a       125     0     9     1     5
 -6.4091598051558996E-01 a       126     0     9     1     6
 -9.0200673066865855E-01 a       127     0     9     1     7
  2.9820530195738160E+00 a       128     0     9     1     8
  6.6598824953765046E-01 a       129     0     9     1     9
 -1.4107193842181247E+00 a       130     0     9     1    10
 -1.1657490584832431E+00 a       131     0     9     1    11
  7.6782292901765281E-01 a       132     0     9     1    12
  4.5489510306870723E-01 a       133     0     9     1    13
 -9.1670382475089351E-01 a       134     0     9     1    14
 -3.1606359876567844E+00 a       135     0     9     1    15
  2.7043541109579416E-01 a       136     0    10     1     1
  3.6552719302803981E-02 a       137     0    10     1     2
 -4.1936804024510232E-01 a       138     0    10     1     3
  1.5231021360632340E+00 a       139     0    10     1     4
 -2.6647662103870724E+00 a       140     0    10     1     5
  1.3693517517832361E+00 a       141     0    10     1     6
  1.1344831195264535E+00 a       142     0    10     1     7
 -1.3750969214614281E+00 a       143     0    10     1     8
 -1.2363225386748786E-01 a       144     0    10     1     9
  7.1797442084023710E-01 a       145     0    10     1    10
  1.8226002797699485E+00 a       146     0    10     1    11
 -4.4851276794048223E-01 a       147     0    10     1    12
  8.2662610697508410E-01 a       148     0    10     1    13
  3.0156436756450072E-01 a       149     0    10     1    14
  8.3536915132169387E-01 a       150     0    10     1    15
  1.6867985915883396E-01 a       151     0    11     1     1
 -8.3871834074660589E-02 a       152     0    11     1     2
  1.1334032542012906E+00 a       153     0    11     1     3
  1.3945233585646935E-01 a       154     0    11     1     4
 -2.2200973595462525E-01 a       155     0    11     1     5
 -6.5020052196476208E-01 a       156     0    11     1     6
  1.5469559238859942E+00 a       157     0    11     1     7
  7.6530627337193280E-01 a       158     0    11     1     8
  7.2276204595223892E-01 a       159     0    11     1     9
 -4.6272702919679914E-01 a       160     0    11     1    10
  1.1406563191287115E-01 a       161     0    11     1    11
 -1.2561250157888164E+00 a       162     0    11     1    12
 -9.6453461223612458E-01 a       163     0    11     1    13
 -6.9904519156665446E-01 a       164     0    11     1    14
  2.9229960684628931E-01 a       165     0    11     1    15
 -4.5364616599388397E-01 a       166     0    12     1     1
 -5.6992110906175952E-01 a       167     0    12     1     2
 -1.8143123822946481E+00 a       168     0    12     1     3
 -8.1706353497261364E-01 a       169     0    12     1     4
  1.1948295016938348E+00 a       170     0    12     1     5
  1.5828136599432183E+00 a       171     0    12     1     6
 -1.3501261777443359E+00 a       172     0    12     1     7
 -9.4557059879460692E-01 a       173     0    12     1     8
 -1.3622113908270510E+00 a       174     0    12     1     9
 -4.3957754693726281E-01 a       175     0    12     1    10
  8.2206964997938814E-01 a       176     0    12     1    11
 -1.4754999796858026E+00 a       177     0    12     1    12
 -1.1119817582939002E+00 a       178     0    12     1    13
  1.6873365124712938E+00 a       179     0    12     1    14
  1.3055419028277448E+00 a       180     0    12     1    15
 -1.0147995646855996E+00 a       181     0    13     1     1
 -1.3074806237724983E+00 a       182     0    13     1     2
 -1.7666802739698504E+00 a       183     0    13     1     3
  7.6891109664057777E-01 a       184     0    13     1     4
  1.4564805094602200E+00 a       185     0    13     1     5
  4.5230323484731288E-01 a       186     0    13     1     6
 -1.2149714757604693E+00 a       187     0    13     1     7
 -8.9565007144415953E-01 a       188     0    13     1     8
  9.6199441459032309E-01 a       189     0    13     1     9
  1.1902290037559859E+00 a       190     0    13     1    10
  9.7325424058130316E-01 a       191     0    13     1    11
  2.3817865155733537E+00 a       192     0    13     1    12
 -4.0297374639610217E-01 a       193     0    13     1    13
  1.1178798289541469E+00 a       194     0    13     1    14
  7.6376566467301887E-01 a       195     0    13     1    15
 -1.6416648262736335E+00 a       196     0    14     1     1
  3.0793637149519693E-01 a       197     0    14     1     2
  1.4502464006763569E+00 a       198     0    14     1     3
  2.7106672495116109E+00 a       199     0    14     1     4
  1.2126412586358188E+00 a       200     0    14     1     5
  3.5799399147083649E-01 a       201     0    14     1     6
  1.8999373700326725E+00 a       202     0    14     1     7
  1.1057889969964275E-01 a       203     0    14     1     8
 -9.1107502100204407E-01 a       204     0    14     1     9
 -2.8920057153109946E-01 a       205     0    14     1    10
  2.4477778367557206E+00 a       206     0    14     1    11
 -2.5507874402766950E-01 a       207     0    14     1    12
  2.5304142668106205E-01 a       208     0    14     1    13
 -3.1967513765218319E-01 a       209     0    14     1    14
  7.1733932135353817E-01 a       210     0    14     1    15
  4.7895203983149931E-01 a       211     0    15     1     1
 -7.7734064822854798E-01 a       212     0    15     1     2
 -2.1934012581459124E+00 a       213     0    15     1     3
  5.6657873882132732E-02 a       214     0    15     1     4
 -6.0725979842695788E-01 a       215     0    15     1     5
  7.0841662611998424E-02 a       216     0    15     1     6
 -6.6022665588235149E-02 a       217     0    15     1     7
 -1.3718723218944902E+00 a       218     0    15     1     8
  8.5247810663794232E-01 a       219     0    15     1     9
 -9.6988502366310825E-01 a       220     0    15     1    10
  8.5615072467577136E-01 a       221     0    15     1    11
  8.8061546938818780E-01 a       222     0    15     1    12
 -3.4792804384545017E-01 a       223     0    15     1    13
  2.4611353674468761E-02 a       224     0    15     1    14
  3.4763647789110547E-01 a       225     0    15     1    15
 -1.0664436311146355E+00 a       226     0    16     1     1
  2.5952176612162892E-01 a       227     0    16     1     2
 -9.6892039635395222E-01 a       228     0    16     1     3
 -1.0674510165410249E+00 a       229     0    16     1     4
 -1.2596886501135942E+00 a       230     0    16     1     5
 -1.1824151210248992E+00 a       231     0    16     1     6
  6.3708278873978559E+00 a       232     0    16     1     7
 -1.7805155371112547E+00 a       233     0    16     1     8
 -8.4533824951858250E-01 a       234     0    16     1     9
  6.6176582287298413E-01 a       235     0    16     1    10
 -2.3656463467781301E+00 a       236     0    16     1    11
  6.4760653275641433E-01 a       237     0    16     1    12
 -6.8354898235149408E-01 a       238     0    16     1    13
  7.9419990773962001E-01 a       239     0    16     1    14
 -6.8378091178852976E-02 a       240     0    16     1    15
  1.2023738054899593E+00 a       241     0    17     1     1
 -1.7290116491268415E-01 a       242     0    17     1     2
 -5.0999641513864857E-01 a       243     0    17     1     3
  1.3028049734313948E-01 a       244     0    17     1     4
  3.2913695614658978E-01 a       245     0    17     1     5
 -9.3283929328876125E-01 a       246     0    17     1     6
 -2.1704991290550080E-01 a       247     0    17     1     7
  9.7367901698616005E-02 a       248     0    17     1     8
  2.9229008281020491E-01 a       249     0    17     1     9
  2.6083076798227817E-01 a       250     0    17     1    10
  1.4164760198678186E+00 a       251     0    17     1    11
  1.1092909653848171E+00 a       252     0    17     1    12
 -5.7105346176662297E-01 a       253     0    17     1    13
  3.1933251321048001E-01 a       254     0    17     1    14
  2.2557378403561232E+00 a       255     0    17     1    15
  1.1501903992645566E+00 a       256     0    18     1     1
 -6.9898655178931279E-01 a       257     0    18     1     2
 -5.3332636604332351E-01 a       258     0    18     1     3
 -7.8983849335680112E-01 a       259     0    18     1     4
  1.4391258308195559E-01 a       260     0    18     1     5
  6.6579106418080425E-01 a       261     0    18     1     6
  6.1587380307734252E-01 a       262     0    18     1     7
 -1.0385974099741471E-01 a       263     0    18     1     8
  2.1443399946399613E-01 a       264     0    18     1     9
  5.7534793295725972E-01 a       265     0    18     1    10
 -8.4134875265573805E-01 a       266     0    18     1    11
 -2.0021187231806653E-01 a       267     0    18     1    12
  7.0565641775562882E-01 a       268     0    18     1    13
  4.0994759702847616E-01 a       269     0    18     1    14
  8.3739488516204097E-01 a       270     0    18     1    15
 -6.5905014081690760E-01 a       271     0    19     1     1
 -1.6329981247764505E-01 a       272     0    19     1     2
  8.1897631877092769E-01 a       273     0    19     1     3
 -1.1125688083694389E+00 a       274     0    19     1     4
  2.8229774375390115E+00 a       275     0    19     1     5
  1.3083366798030449E+00 a       276     0    19     1     6
 -1.0180932742481784E-01 a       277     0    19     1     7
 -6.7702385783928321E-01 a       278     0    19     1     8
  7.8185668974209399E-01 a       279     0    19     1     9
  3.6269041352628434E-01 a       280     0    19     1    10
 -2.1307051064245104E+00 a       281     0    19     1    11
 -1.3398064716390830E+00 a       282     0    19     1    12
 -4.9516300900517796E-01 a       283     0    19     1    13
  1.4179837004058449E+00 a       284     0    19     1    14
 -2.0002001864696033E+00 a       285     0    19     1    15
 -6.7711908759894102E-01 a       286     0    20     1     1
  1.8218213953080302E+00 a       287     0    20     1     2
  9.0690270628132186E-01 a       288     0    20     1     3
  6.1826633764867256E-01 a       289     0    20     1     4
 -1.7663629551009312E+00 a       290     0    20     1     5
 -1.7703449969707212E+00 a       291     0    20     1     6
 -1.2472862127279118E+00 a       292     0    20     1     7
 -2.3427313115533793E-01 a       293     0    20     1     8
 -8.5804006116124776E-01 a       294     0    20     1     9
  6.5968686209366745E-02 a       295     0    20     1    10
  2.6706640761391438E+00 a       296     0    20     1    11
  4.8328803122694142E-01 a       297     0    20     1    12
 -9.8112358739906069E-01 a       298     0    20     1    13
  1.4552870099816720E-01 a       299     0    20     1    14
 -2.2381823006534431E+00 a       300     0    20     1    15
  9.9287411291645034E-01 a       301     0    21     1     1
  1.8926653158750655E+00 a       302     0    21     1     2
 -1.2738551774822613E+00 a       303     0    21     1     3
 -2.8248056861730317E+00 a       304     0    21     1     4
  2.7989922199923956E+00 a       305     0    21     1     5
 -4.7115066795212810E+00 a       306     0    21     1     6
 -1.2956419520624456E+00 a       307     0    21     1     7
  2.0112840718845351E+00 a       308     0    21     1     8
 -1.2337437873841510E+00 a       309     0    21     1     9
 -2.0422850446177943E-01 a       310     0    21     1    10
 -1.2482583039292647E+00 a       311     0    21     1    11
 -3.2771869746552813E+00 a       312     0    21     1    12
  3.1145662246163730E-01 a       313     0    21     1    13
 -1.1655776441134209E+00 a       314     0    21     1    14
 -1.9578559401266553E+00 a       315     0    21     1    15
 -1.5986371955228174E+00 a       316     0    22     1     1
 -3.5085699793835730E+00 a       317     0    22     1     2
 -1.7307176794433157E+00 a       318     0    22     1     3
  4.6516475888945221E+00 a       319     0    22     1     4
 -2.6474758405756242E+00 a       320     0    22     1     5
  3.7335837874878841E+00 a       321     0    22     1     6
 -9.3081987697460711E-01 a       322     0    22     1     7
 -6.8560185598088754E+00 a       323     0    22     1     8
  1.5204435332589161E-01 a       324     0    22     1     9
 -1.4820235050235819E+00 a       325     0    22     1    10
  2.9580062688353164E+00 a       326     0    22     1    11
  3.3535629356668419E+00 a       327     0    22     1    12
 -2.2580270332884016E+00 a       328     0    22     1    13
  1.0108475999084035E-01 a       329     0    22     1    14
  2.1298683264990586E+00 a       330     0    22     1    15
 -2.0382645572080658E+00 a       331     0    23     1     1
 -2.1681138594913651E+00 a       332     0    23     1     2
  3.8261064447266085E-01 a       333     0    23     1     3
  1.9501124661097302E+00 a       334     0    23     1     4
  3.8610843966087727E-01 a       335     0    23     1     5
  1.3209827457434242E+00 a       336     0    23     1     6
  9.2343687321899326E-01 a       337     0    23     1     7
 -7.5989885251985101E-01 a       338     0    23     1     8
  7.1459668862226322E-01 a       339     0    23     1     9
  1.1976116567040232E-01 a       340     0    23     1    10
 -5.2980560040680869E-01 a       341     0    23     1    11
  3.3691806873414878E+00 a       342     0    23     1    12
 -1.7997602127464746E-01 a       343     0    23     1    13
  1.5990552632014412E+00 a       344     0    23     1    14
 -4.0585494554736462E-01 a       345     0    23     1    15
  1.1190405950853550E+00 a       346     0    24     1     1
  7.4960635038608808E-02 a       347     0    24     1     2
 -4.3472249944445651E-01 a       348     0    24     1     3
  2.1948767574940375E-01 a       349     0    24     1     4
  1.5646908408818443E+00 a       350     0    24     1     5
  1.9032168894932880E-02 a       351     0    24     1     6
  4.3490731714203035E-02 a       352     0    24     1     7
  3.3248834085702089E-01 a       353     0    24     1     8
  1.1762466655184818E-01 a       354     0    24     1     9
 -2.7017212623319847E-01 a       355     0    24     1    10
  7.6184625484301705E-01 a       356     0    24     1    11
 -2.2415322041094354E+00 a       357     0    24     1    12
 -1.3118204299430292E-01 a       358     0    24     1    13
  2.7732623867680251E-01 a       359     0    24     1    14
 -1.0990388688875758E+00 a       360     0    24     1    15
  1.4178309794811794E+00 a       361     0    25     1     1
 -4.7967286829538314E-01 a       362     0    25     1     2
  5.0900179734960249E-01 a       363     0    25     1     3
  9.6031021376328973E-01 a       364     0    25     1     4
 -1.8735032744142948E+00 a       365     0    25     1     5
  1.0896828183801075E+00 a       366     0    25     1     6
  9.8955763187041168E-01 a       367     0    25     1     7
  1.9474692565244605E+00 a       368     0    25     1     8
 -3.1737160816536047E-01 a       369     0    25     1     9
  1.7473674355118324E-01 a       370     0    25     1    10
 -2.4206590040043179E+00 a       371     0    25     1    11
  9.6528054017384546E-01 a       372     0    25     1    12
  1.1482307109793621E+00 a       373     0    25     1    13
 -1.0373851772840834E+00 a       374     0    25     1    14
 -1.3756767201313564E+00 a       375     0    25     1    15
  1.2702569780062378E+00 a       376     0    26     1     1
  1.0120500501618126E+00 a       377     0    26     1     2
  1.2970924648216167E-01 a       378     0    26     1     3
 -2.5929519809180097E+00 a       379     0    26     1     4
 -2.8270544349177912E-01 a       380     0    26     1     5
 -1.0342164586989895E+00 a       381     0    26     1     6
  3.1725412214832477E-01 a       382     0    26     1     7
  4.4912315877244352E-01 a       383     0    26     1     8
  4.9394638700352284E-01 a       384     0    26     1     9
 -2.0639401816238548E-01 a       385     0    26     1    10
 -5.7475620519969128E-01 a       386     0    26     1    11
  4.4933675953585182E-02 a       387     0    26     1    12
  1.7106177361300756E-01 a       388     0    26     1    13
 -1.6838174285469800E+00 a       389     0    26     1    14
 -1.2388089094586969E+00 a       390     0    26     1    15
  1.4346956631149717E+00 a       391     0    27     1     1
 -4.5903137424483298E-01 a       392     0    27     1     2
 -6.3298527467835586E-01 a       393     0    27     1     3
  1.7112049274247343E+00 a       394     0    27     1     4
 -4.1733040112171960E-01 a       395     0    27     1     5
  8.5757355526409151E-01 a       396     0    27     1     6
 -2.0324913407299627E+00 a       397     0    27     1     7
  1.5688647840746708E+00 a       398     0    27     1     8
 -6.6945985355465099E-01 a       399     0    27     1     9
  7.6617036254961735E-01 a       400     0    27     1    10
  4.3610199581140041E-01 a       401     0    27     1    11
 -1.3055772078640069E+00 a       402     0    27     1    12
  2.9183750054564134E-01 a       403     0    27     1    13
  3.3663653790541526E-01 a       404     0    27     1    14
 -4.8348935808380117E-01 a       405     0    27     1    15
  2.2499571646497463E-01 b       406     1     1
 -1.0693928383039868E+00 b       407     1     2
  1.0397012530116037E+00 b       408     1     3
  4.1657966453292361E-01 b       409     1     4
  5.5796440091995947E-01 b       410     1     5
  3.7581056216966274E-01 b       411     1     6
  1.7007930986475304E+00 b       412     1     7
 -5.0504010935928068E-01 b       413     1     8
 -1.8952143225146691E+00 b       414     1     9
  7.4817908875590491E-02 b       415     1    10
 -4.4827377709210797E-01 b       416     1    11
  1.2918838692384422E+00 b       417     1    12
 -9.2485302050439355E-01 b       418     1    13
  5.1432474320024779E-01 b       419     1    14
 -5.6481163945388146E-01 b       420     1    15
 -4.5741797930303746E-01 a       421     1     1     2     1
 -1.1019498120729369E-01 a       422     1     1     2     2
  1.5247272636078644E+00 a       423     1     1     2     3
 -5.0348117556292882E-01 a       424     1     1     2     4
 -8.6525927512378376E-01 a       425     1     1     2     5
 -2.8368167227095570E-01 a       426     1     1     2     6
 -9.8150069447811028E-01 a       427     1     1     2     7
  3.8193058332146990E-01 a       428     1     1     2     8
  1.7753257399181492E+00 a       429     1     1     2     9
  4.6215407429794841E-01 a       430     1     1     2    10
 -3.5951872242764721E-01 a       431     1     1     2    11
 -1.3460545845368117E+00 a       432     1     1     2    12
 -3.1399353124631973E-01 a       433     1     1     2    13
  1.5935786153495846E-01 a       434     1     1     2    14
 -6.8049006487988994E-01 a       435     1     1     2    15
  6.4170100518136752E-01 a       436     1     2     2     1
 -2.5915217995803999E+00 a       437     1     2     2     2
  6.3252705617728644E-01 a       438     1     2     2     3
 -8.8093562862478425E-01 a       439     1     2     2     4
  1.9872180218259972E-01 a       440     1     2     2     5
  1.7314163380534306E+00 a       441     1     2     2     6
  5.3627274160457331E-02 a       442     1     2     2     7
 -3.1451674895781506E-01 a       443     1     2     2     8
  6.6645471287024416E-01 a       444     1     2     2     9
  2.1942141275382001E+00 a       445     1     2     2    10
 -4.5847370737025983E-01 a       446     1     2     2    11
  1.1505215020704596E+00 a       447     1     2     2    12
  7.0139231376245192E-01 a       448     1     2     2    13
  5.7957588464590128E-02 a       449     1     2     2    14
  1.2496118347142777E+00 a       450     1     2     2    15
 -1.9687382245082112E+00 a       451     1     3     2     1
 -1.4640790003713211E+00 a       452     1     3     2     2
  1.9412492104083845E-01 a       453     1     3     2     3
  8.1498299470841334E-02 a       454     1     3     2     4
 -2.2714412974719020E+00 a       455     1     3     2     5
  1.8367707575457476E-01 a       456     1     3     2     6
  5.6026393332089988E-02 a       457     1     3     2     7
 -6.1205671169389764E-01 a       458     1     3     2     8
  1.0626138841946187E+00 a       459     1     3     2     9
  2.3032616076293047E-01 a       460     1     3     2    10
  1.1921362324590838E+00 a       461     1     3     2    11
  7.5822561840761715E-01 a       462     1     3     2    12
 -7.0792215424826299E-01 a       463     1     3     2    13
 -6.6855326586499855E-02 a       464     1     3     2    14
 -4.7659477474472728E-01 a       465     1     3     2    15
  1.1110184932489428E-01 a       466     1     4     2     1
  4.4083234896135359E-01 a       467     1     4     2     2
  9.8976534638274535E-02 a       468     1     4     2     3
 -1.9245901078288744E-01 a       469     1     4     2     4
 -3.0919639314303399E-01 a       470     1     4     2     5
 -1.7610930855955285E+00 a       471     1     4     2     6
 -7.7932238454904224E-01 a       472     1     4     2     7
 -3.6792506368414829E-01 a       473     1     4     2     8
  1.3594987936342739E-01 a       474     1     4     2     9
 -4.1037290474630492E-02 a       475     1     4     2    10
  1.7679874770269313E-01 a       476     1     4     2    11
  9.8887956165727264E-01 a       477     1     4     2    12
  3.3252786042429605E-01 a       478     1     4     2    13
  8.5558502956171442E-02 a       479     1     4     2    14
  6.1841716380392031E-01 a       480     1     4     2    15
 -1.8489453793026975E-01 a       481     1     5     2     1
 -4.7069351192750036E-01 a       482     1     5     2     2
 -1.3235905067058946E+00 a       483     1     5     2     3
  3.9215172503267981E-01 a       484     1     5     2     4
  8.4088958566004082E-02 a       485     1     5     2     5
  5.3142791620330421E-01 a       486     1     5     2     6
  4.8352214139465138E-01 a       487     1     5     2     7
  3.4493231662182455E-01 a       488     1     5     2     8
 -1.7078666316353730E+00 a       489     1     5     2     9
 -2.4415293791616005E-01 a       490     1     5     2    10
  9.5148108968612388E-01 a       491     1     5     2    11
  8.4974086570685878E-02 a       492     1     5     2    12
  4.0426794748706468E-01 a       493     1     5     2    13
 -2.0381829395506146E-01 a       494     1     5     2    14
 -4.7990082915400567E-01 a       495     1     5     2    15
  3.4799462281060467E-01 a       496     1     6     2     1
 -1.2049644112835747E-01 a       497     1     6     2     2
 -1.1390517814066399E+00 a       498     1     6     2     3
 -9.8369301098759443E-01 a       499     1     6     2     4
  4.5229781172534184E-01 a       500     1     6     2     5
 -1.3292436674169799E+00 a       501     1     6     2     6
 -8.0371441212957806E-02 a       502     1     6     2     7
  2.8588586338757760E-01 a       503     1     6     2     8
 -1.4692222415050954E-01 a       504     1     6     2     9
  3.3095968882265664E-01 a       505     1     6     2    10
  3.4860630239109824E-01 a       506     1     6     2    11
 -6.8399040825100743E-01 a       507     1     6     2    12
  3.9439749103488020E-02 a       508     1     6     2    13
 -2.2466454137613828E-01 a       509     1     6     2    14
  7.7181551388699410E-01 a       510     1     6     2    15
 -9.5125556200265993E-01 a       511     1     7     2     1
 -2.8823998731883121E-01 a       512     1     7     2     2
  9.6979034957208976E-01 a       513     1     7     2     3
  4.8878809388557469E+00 a       514     1     7     2     4
  5.4754184806657280E-01 a       515     1     7     2     5
  3.5345607325406025E-01 a       516     1     7     2     6
 -2.1917133281823128E-01 a       517     1     7     2     7
 -7.4536500226239522E-01 a       518     1     7     2     8
 -4.4324693682325100E-01 a       519     1     7     2     9
 -8.9134950250855507E-02 a       520     1     7     2    10
  1.0351285779325690E+00 a       521     1     7     2    11
 -4.8712194384929153E-01 a       522     1     7     2    12
 -6.8269810937454722E-01 a       523     1     7     2    13
 -8.4288879373855874E-01 a       524     1     7     2    14
 -7.9695566137707130E-01 a       525     1     7     2    15
 -1.3370700635238291E+00 a       526     1     8     2     1
 -2.2979034025430787E+00 a       527     1     8     2     2
 -2.7993835942333245E-01 a       528     1     8     2     3
 -1.7339185392908150E+00 a       529     1     8     2     4
  5.7047490840530990E-01 a       530     1     8     2     5
  9.2230067695035306E-02 a       531     1     8     2     6
 -1.2695952904554946E+00 a       532     1     8     2     7
  7.2965056917237281E-01 a       533     1     8     2     8
